Chr,BP_start,BP_end,FST,pop_pair
V,10610001,10620000,0.0037,ishi-irio
V,10620001,10630000,0.0151,ishi-irio
V,10630001,10640000,-0.0114,ishi-irio
V,10640001,10650000,-0.0299,ishi-irio
V,10650001,10660000,-0.0165,ishi-irio
V,10660001,10670000,-0.0158,ishi-irio
V,10670001,10680000,0.0129,ishi-irio
V,10680001,10690000,-0.0282,ishi-irio
V,10690001,10700000,0.0428,ishi-irio
V,10710001,10720000,0.0408,ishi-irio
V,10720001,10730000,-0.0092,ishi-irio
V,10740001,10750000,0.0394,ishi-irio
V,10750001,10760000,0.0096,ishi-irio
V,10800001,10810000,0.0231,ishi-irio
V,10810001,10820000,0.0077,ishi-irio
V,10820001,10830000,-0.0022,ishi-irio
V,10830001,10840000,0.0171,ishi-irio
V,10840001,10850000,-0.0054,ishi-irio
V,10850001,10860000,0.068,ishi-irio
V,10860001,10870000,-0.0072,ishi-irio
V,10870001,10880000,0.0318,ishi-irio
V,10880001,10890000,0.2022,ishi-irio
V,10890001,10900000,0.0088,ishi-irio
V,10900001,10910000,-0.0073,ishi-irio
V,10910001,10920000,-0.0192,ishi-irio
V,10920001,10930000,-0.0012,ishi-irio
V,10930001,10940000,-0.0419,ishi-irio
V,10940001,10950000,-0.0154,ishi-irio
V,10960001,10970000,0.0134,ishi-irio
V,10970001,10980000,0.0719,ishi-irio
V,10980001,10990000,0.0372,ishi-irio
V,10990001,11000000,0.0242,ishi-irio
V,11000001,11010000,0.0231,ishi-irio
V,11020001,11030000,-0.0263,ishi-irio
V,11030001,11040000,-0.0126,ishi-irio
V,11040001,11050000,0.0072,ishi-irio
V,11050001,11060000,-0.0323,ishi-irio
V,11060001,11070000,-0.0155,ishi-irio
V,11070001,11080000,-0.0373,ishi-irio
V,11080001,11090000,-0.0168,ishi-irio
V,11090001,11100000,-0.0311,ishi-irio
V,11100001,11110000,0.0279,ishi-irio
V,11110001,11120000,-0.025,ishi-irio
V,11120001,11130000,0.0229,ishi-irio
V,11130001,11140000,0.0546,ishi-irio
V,11140001,11150000,0.0204,ishi-irio
V,11150001,11160000,-0.0218,ishi-irio
V,11160001,11170000,0.0395,ishi-irio
V,11170001,11180000,0.0326,ishi-irio
V,11190001,11200000,-0.0053,ishi-irio
V,11290001,11300000,0.0538,ishi-irio
V,11300001,11310000,0.0155,ishi-irio
V,11310001,11320000,0.0184,ishi-irio
V,11320001,11330000,0.018,ishi-irio
V,11330001,11340000,0.0465,ishi-irio
V,11340001,11350000,0.0539,ishi-irio
V,11350001,11360000,0.0137,ishi-irio
V,11360001,11370000,0.0187,ishi-irio
V,11370001,11380000,0.0138,ishi-irio
V,11380001,11390000,-0.0577,ishi-irio
V,11390001,11400000,0.0372,ishi-irio
V,11400001,11410000,-0.0012,ishi-irio
V,11410001,11420000,0.0361,ishi-irio
V,11420001,11430000,-0.0106,ishi-irio
V,11430001,11440000,-0.0058,ishi-irio
V,11440001,11450000,0.001,ishi-irio
V,11480001,11490000,0.0197,ishi-irio
V,11500001,11510000,0.0309,ishi-irio
V,11510001,11520000,-0.0315,ishi-irio
V,11530001,11540000,0.0047,ishi-irio
V,11540001,11550000,0.0584,ishi-irio
V,11560001,11570000,-0.0597,ishi-irio
V,11570001,11580000,0.006,ishi-irio
V,11580001,11590000,0.0311,ishi-irio
V,11590001,11600000,0.0021,ishi-irio
V,11600001,11610000,0.0121,ishi-irio
V,11610001,11620000,0.0025,ishi-irio
V,11620001,11630000,0.0038,ishi-irio
V,11630001,11640000,0.0341,ishi-irio
V,11640001,11650000,0.0278,ishi-irio
V,11650001,11660000,0.0202,ishi-irio
V,11660001,11670000,0.0084,ishi-irio
V,11670001,11680000,-0.019,ishi-irio
V,11680001,11690000,0.0466,ishi-irio
V,11700001,11710000,-0.0278,ishi-irio
V,11710001,11720000,0.0485,ishi-irio
V,11720001,11730000,0.0315,ishi-irio
V,11730001,11740000,0.0106,ishi-irio
V,11740001,11750000,-0.0221,ishi-irio
V,11750001,11760000,-0.0106,ishi-irio
V,11760001,11770000,-0.0343,ishi-irio
V,11770001,11780000,-0.0261,ishi-irio
V,11780001,11790000,-0.0156,ishi-irio
V,11790001,11800000,-0.0168,ishi-irio
V,11820001,11830000,-0.0224,ishi-irio
V,11830001,11840000,-0.0028,ishi-irio
V,11840001,11850000,0.2193,ishi-irio
V,11850001,11860000,0.0084,ishi-irio
V,11860001,11870000,-0.0825,ishi-irio
V,11870001,11880000,-0.0234,ishi-irio
V,11880001,11890000,0.0057,ishi-irio
V,11890001,11900000,0.0258,ishi-irio
V,11900001,11910000,0.02,ishi-irio
V,11910001,11920000,-0.0297,ishi-irio
V,11920001,11930000,0.0596,ishi-irio
V,11940001,11950000,0.0142,ishi-irio
V,11950001,11960000,0.0257,ishi-irio
V,11960001,11970000,0.0419,ishi-irio
V,11970001,11980000,-0.0203,ishi-irio
V,11980001,11990000,0.0336,ishi-irio
V,11990001,12000000,0.0143,ishi-irio
V,12000001,12010000,0.0332,ishi-irio
V,12010001,12020000,-0.0183,ishi-irio
V,12020001,12030000,-0.0239,ishi-irio
V,12030001,12040000,0.0073,ishi-irio
V,12040001,12050000,-0.0369,ishi-irio
V,12050001,12060000,0.0027,ishi-irio
V,12060001,12070000,0.0142,ishi-irio
V,12090001,12100000,0.0251,ishi-irio
V,12100001,12110000,0.0151,ishi-irio
V,12110001,12120000,0.0591,ishi-irio
V,12120001,12130000,0.0361,ishi-irio
V,12140001,12150000,0.0745,ishi-irio
V,12150001,12160000,0.0065,ishi-irio
V,12160001,12170000,0.0374,ishi-irio
V,12170001,12180000,-0.0041,ishi-irio
V,12180001,12190000,-0.0196,ishi-irio
V,12200001,12210000,0.0263,ishi-irio
V,12210001,12220000,0.0318,ishi-irio
V,12220001,12230000,0.0008,ishi-irio
V,12240001,12250000,0.0202,ishi-irio
V,12250001,12260000,-0.0238,ishi-irio
V,12260001,12270000,-0.0228,ishi-irio
V,12270001,12280000,0.0408,ishi-irio
V,12280001,12290000,-0.0108,ishi-irio
V,12290001,12300000,-0.0081,ishi-irio
V,12300001,12310000,0.0087,ishi-irio
V,12310001,12320000,-0.004,ishi-irio
V,12320001,12330000,-0.0067,ishi-irio
V,12330001,12340000,-0.0271,ishi-irio
V,12340001,12350000,0.0023,ishi-irio
V,12350001,12360000,-0.0112,ishi-irio
V,12360001,12370000,-0.0115,ishi-irio
V,12370001,12380000,0.0414,ishi-irio
V,12380001,12390000,0.0285,ishi-irio
V,12390001,12400000,0.0289,ishi-irio
V,12410001,12420000,0.0189,ishi-irio
V,12420001,12430000,0.0026,ishi-irio
V,12440001,12450000,0.0157,ishi-irio
V,12450001,12460000,0.0001,ishi-irio
V,12460001,12470000,-0.0301,ishi-irio
V,12470001,12480000,0.0168,ishi-irio
V,12480001,12490000,0.008,ishi-irio
V,12500001,12510000,-0.0056,ishi-irio
V,12510001,12520000,-0.0108,ishi-irio
V,12530001,12540000,-0.0103,ishi-irio
V,12540001,12550000,-0.0161,ishi-irio
V,12550001,12560000,0.017,ishi-irio
V,12570001,12580000,-0.0033,ishi-irio
V,12590001,12600000,-0.0247,ishi-irio
V,12600001,12610000,0.0001,ishi-irio
V,12610001,12620000,0.003,ishi-irio
V,12630001,12640000,0.0031,ishi-irio
V,12660001,12670000,0.0189,ishi-irio
V,12670001,12680000,0.0468,ishi-irio
V,12680001,12690000,-0.0063,ishi-irio
V,12690001,12700000,-0.0505,ishi-irio
V,12700001,12710000,0.0432,ishi-irio
V,12710001,12720000,0.0463,ishi-irio
V,12720001,12730000,0.0073,ishi-irio
V,12730001,12740000,0.0703,ishi-irio
V,12740001,12750000,0.0324,ishi-irio
V,12750001,12760000,-0.0115,ishi-irio
V,12760001,12770000,0.039,ishi-irio
V,12770001,12780000,0.0077,ishi-irio
V,12780001,12790000,0.0149,ishi-irio
V,12790001,12800000,-0.0075,ishi-irio
V,12800001,12810000,-0.0116,ishi-irio
V,12810001,12820000,0.0498,ishi-irio
V,12820001,12830000,-0.0095,ishi-irio
V,12830001,12840000,0.0043,ishi-irio
V,12840001,12850000,0.0057,ishi-irio
V,12900001,12910000,0.022,ishi-irio
V,12910001,12920000,0.015,ishi-irio
V,12930001,12940000,-0.0001,ishi-irio
V,12940001,12950000,-0.0008,ishi-irio
V,12950001,12960000,0.0299,ishi-irio
V,12960001,12970000,0.0167,ishi-irio
V,12970001,12980000,0.0334,ishi-irio
V,12980001,12990000,0.0189,ishi-irio
V,12990001,13000000,-0.0241,ishi-irio
V,13000001,13010000,0.0144,ishi-irio
V,13010001,13020000,-0.0048,ishi-irio
V,13020001,13030000,-0.0081,ishi-irio
V,13040001,13050000,0.0501,ishi-irio
V,13050001,13060000,-0.0004,ishi-irio
V,13060001,13070000,0.0974,ishi-irio
V,13070001,13080000,0.0685,ishi-irio
V,13080001,13090000,-0.0125,ishi-irio
V,13090001,13100000,0.0437,ishi-irio
V,13100001,13110000,0.0432,ishi-irio
V,13110001,13120000,0.0079,ishi-irio
V,13130001,13140000,0.0971,ishi-irio
V,13140001,13150000,-0.0256,ishi-irio
V,13150001,13160000,0.0182,ishi-irio
V,13160001,13170000,0.004,ishi-irio
V,13170001,13180000,-0.029,ishi-irio
V,13180001,13190000,-0.0792,ishi-irio
V,13190001,13200000,-0.0277,ishi-irio
V,13200001,13210000,0.0221,ishi-irio
V,13210001,13220000,-0.0291,ishi-irio
V,13220001,13230000,0.0614,ishi-irio
V,13230001,13240000,-0.0195,ishi-irio
V,13240001,13250000,0.015,ishi-irio
V,13260001,13270000,-0.0047,ishi-irio
V,13270001,13280000,0.0048,ishi-irio
V,13280001,13290000,0.0449,ishi-irio
V,13290001,13300000,-0.0135,ishi-irio
V,13300001,13310000,-0.0134,ishi-irio
V,13330001,13340000,0.067,ishi-irio
V,13360001,13370000,0.0167,ishi-irio
V,13370001,13380000,0.0282,ishi-irio
V,13380001,13390000,0.0075,ishi-irio
V,13390001,13400000,0.0272,ishi-irio
V,13420001,13430000,0.0312,ishi-irio
V,13430001,13440000,0.0156,ishi-irio
V,13440001,13450000,0.0409,ishi-irio
V,13450001,13460000,0.0264,ishi-irio
V,13460001,13470000,0.0242,ishi-irio
V,13470001,13480000,0.0069,ishi-irio
V,13480001,13490000,0.0418,ishi-irio
V,13490001,13500000,0.0307,ishi-irio
V,13500001,13510000,0.0241,ishi-irio
V,13510001,13520000,0.0396,ishi-irio
V,13520001,13530000,0.0652,ishi-irio
V,13580001,13590000,-0.0361,ishi-irio
V,13590001,13600000,-0.0157,ishi-irio
V,13600001,13610000,-0.0178,ishi-irio
V,13620001,13630000,0.0139,ishi-irio
V,13640001,13650000,0.0476,ishi-irio
V,13650001,13660000,0.0509,ishi-irio
V,13680001,13690000,-0.0226,ishi-irio
V,13690001,13700000,-0.003,ishi-irio
V,13720001,13730000,0.022,ishi-irio
V,13730001,13740000,-0.0272,ishi-irio
V,13740001,13750000,0.0708,ishi-irio
V,13750001,13760000,0.0173,ishi-irio
V,13770001,13780000,0.0446,ishi-irio
V,13780001,13790000,-0.0042,ishi-irio
V,13790001,13800000,-0.0417,ishi-irio
V,13800001,13810000,0.0696,ishi-irio
V,13830001,13840000,0.0214,ishi-irio
V,13850001,13860000,0.0101,ishi-irio
V,13860001,13870000,-0.0145,ishi-irio
V,13870001,13880000,0.0193,ishi-irio
V,13900001,13910000,-0.0218,ishi-irio
V,13910001,13920000,-0.017,ishi-irio
V,13930001,13940000,0.0087,ishi-irio
V,13940001,13950000,-0.0007,ishi-irio
V,13960001,13970000,0.0198,ishi-irio
V,13970001,13980000,0.0989,ishi-irio
V,13980001,13990000,0.0169,ishi-irio
V,13990001,14000000,0.0267,ishi-irio
V,14010001,14020000,0.0012,ishi-irio
V,14020001,14030000,-0.01,ishi-irio
V,14040001,14050000,-0.0016,ishi-irio
V,14060001,14070000,0.0591,ishi-irio
V,14070001,14080000,0.0274,ishi-irio
V,14080001,14090000,0.0229,ishi-irio
V,14090001,14100000,0.0403,ishi-irio
V,14100001,14110000,-0.0384,ishi-irio
V,14110001,14120000,0.01,ishi-irio
V,14120001,14130000,-0.0304,ishi-irio
V,14130001,14140000,-0.0186,ishi-irio
V,14150001,14160000,-0.0389,ishi-irio
V,14160001,14170000,0.0125,ishi-irio
V,14200001,14210000,0.0557,ishi-irio
V,14210001,14220000,0.0317,ishi-irio
V,14220001,14230000,0.0515,ishi-irio
V,14240001,14250000,0.0125,ishi-irio
V,14250001,14260000,-0.0117,ishi-irio
V,14260001,14270000,-0.0152,ishi-irio
V,14270001,14280000,-0.0163,ishi-irio
V,14280001,14290000,0.0257,ishi-irio
V,14290001,14300000,0.049,ishi-irio
V,14320001,14330000,0.0492,ishi-irio
V,14330001,14340000,0.0193,ishi-irio
V,14350001,14360000,0.0184,ishi-irio
V,14360001,14370000,-0.0212,ishi-irio
V,14370001,14380000,0.0314,ishi-irio
V,14380001,14390000,0.0203,ishi-irio
V,14390001,14400000,0.0061,ishi-irio
V,14400001,14410000,0.0056,ishi-irio
V,14410001,14420000,0.0286,ishi-irio
V,14430001,14440000,-0.0013,ishi-irio
V,14440001,14450000,0.0047,ishi-irio
V,14450001,14460000,0.0286,ishi-irio
V,14460001,14470000,-0.033,ishi-irio
V,14470001,14480000,-0.0004,ishi-irio
V,14480001,14490000,0.0286,ishi-irio
V,14490001,14500000,-0.0012,ishi-irio
V,14500001,14510000,0.0461,ishi-irio
V,14520001,14530000,-0.0164,ishi-irio
V,14540001,14550000,-0.0486,ishi-irio
V,14550001,14560000,0.0417,ishi-irio
V,14560001,14570000,0.0018,ishi-irio
V,14570001,14580000,0.0205,ishi-irio
V,14580001,14590000,0.0492,ishi-irio
V,14590001,14600000,0.0588,ishi-irio
V,14610001,14620000,0.0054,ishi-irio
V,14620001,14630000,0.0053,ishi-irio
V,14630001,14640000,0.0475,ishi-irio
V,14640001,14650000,-0.0193,ishi-irio
V,14650001,14660000,0.0584,ishi-irio
V,14660001,14670000,-0.0055,ishi-irio
V,14670001,14680000,-0.0201,ishi-irio
V,14680001,14690000,0.0523,ishi-irio
V,14690001,14700000,0.0169,ishi-irio
V,14700001,14710000,-0.0108,ishi-irio
V,14720001,14730000,0.0482,ishi-irio
V,14750001,14760000,0.0001,ishi-irio
V,14760001,14770000,-0.0112,ishi-irio
V,14770001,14780000,-0.0263,ishi-irio
V,14800001,14810000,0.0141,ishi-irio
V,14810001,14820000,-0.0042,ishi-irio
V,14820001,14830000,0.0177,ishi-irio
V,14830001,14840000,-0.0019,ishi-irio
V,14870001,14880000,0.0147,ishi-irio
V,14880001,14890000,0.0133,ishi-irio
V,14890001,14900000,-0.0108,ishi-irio
V,14900001,14910000,0.0138,ishi-irio
V,14920001,14930000,0.0247,ishi-irio
V,14930001,14940000,-0.0115,ishi-irio
V,14940001,14950000,0.0291,ishi-irio
V,14950001,14960000,-0.0221,ishi-irio
V,14960001,14970000,-0.0077,ishi-irio
V,14970001,14980000,-0.0015,ishi-irio
V,14980001,14990000,0.027,ishi-irio
V,14990001,15000000,0.0039,ishi-irio
V,15010001,15020000,0.0453,ishi-irio
V,15030001,15040000,-0.0319,ishi-irio
V,15040001,15050000,0.0849,ishi-irio
V,15090001,15100000,0.0151,ishi-irio
V,15100001,15110000,-0.002,ishi-irio
V,15110001,15120000,0.0385,ishi-irio
V,15120001,15130000,-0.0033,ishi-irio
V,15130001,15140000,0.0104,ishi-irio
V,15140001,15150000,-0.0021,ishi-irio
V,15150001,15160000,0.0389,ishi-irio
V,15160001,15170000,0.0154,ishi-irio
V,15180001,15190000,-0.0135,ishi-irio
V,15190001,15200000,0.0413,ishi-irio
V,15200001,15210000,0.0551,ishi-irio
V,15210001,15220000,-0.0217,ishi-irio
V,15220001,15230000,-0.0338,ishi-irio
V,15230001,15240000,0.0099,ishi-irio
V,15240001,15250000,-0.0255,ishi-irio
V,15280001,15290000,-0.0223,ishi-irio
V,15310001,15320000,0.0004,ishi-irio
V,15320001,15330000,0.0425,ishi-irio
V,15330001,15340000,0.0303,ishi-irio
V,15340001,15350000,-0.0051,ishi-irio
V,15350001,15360000,-0.0021,ishi-irio
V,15370001,15380000,-0.0014,ishi-irio
V,15380001,15390000,0.0068,ishi-irio
V,15390001,15400000,0.0312,ishi-irio
V,15410001,15420000,0.0185,ishi-irio
V,15420001,15430000,0.0311,ishi-irio
V,15450001,15460000,-0.0162,ishi-irio
V,15460001,15470000,0.0255,ishi-irio
V,15480001,15490000,-0.0401,ishi-irio
V,15500001,15510000,-0.0399,ishi-irio
V,15520001,15530000,0.0137,ishi-irio
V,15530001,15540000,0.0019,ishi-irio
V,15540001,15550000,-0.0269,ishi-irio
V,15550001,15560000,0.0291,ishi-irio
V,15560001,15570000,-0.0052,ishi-irio
V,15570001,15580000,0.0123,ishi-irio
V,15600001,15610000,-0.0191,ishi-irio
V,15620001,15630000,0.121,ishi-irio
V,15630001,15640000,0.0176,ishi-irio
V,15640001,15650000,0.0055,ishi-irio
V,15650001,15660000,0.007,ishi-irio
V,15660001,15670000,0.0066,ishi-irio
V,15680001,15690000,-0.0358,ishi-irio
V,15690001,15700000,0.02,ishi-irio
V,15700001,15710000,0.0258,ishi-irio
V,15710001,15720000,0.0189,ishi-irio
V,15720001,15730000,0.0053,ishi-irio
V,15740001,15750000,0.0295,ishi-irio
V,15750001,15760000,0.0177,ishi-irio
V,15760001,15770000,-0.018,ishi-irio
V,15780001,15790000,-0.0002,ishi-irio
V,15800001,15810000,0.0269,ishi-irio
V,15810001,15820000,0.0331,ishi-irio
V,15820001,15830000,-0.0314,ishi-irio
V,15830001,15840000,-0.0121,ishi-irio
V,15880001,15890000,-0.0109,ishi-irio
V,15890001,15900000,-0.026,ishi-irio
V,15900001,15910000,0.0409,ishi-irio
V,15920001,15930000,-0.0282,ishi-irio
V,15930001,15940000,0.0113,ishi-irio
V,15940001,15950000,-0.0101,ishi-irio
V,15950001,15960000,-0.0022,ishi-irio
V,15980001,15990000,-0.0122,ishi-irio
V,15990001,16000000,-0.0112,ishi-irio
V,16000001,16010000,0.1199,ishi-irio
V,16020001,16030000,0.0078,ishi-irio
V,16030001,16040000,0.05,ishi-irio
V,16060001,16070000,0.0113,ishi-irio
V,16070001,16080000,-0.0359,ishi-irio
V,16080001,16090000,0.0496,ishi-irio
V,16090001,16100000,-0.0033,ishi-irio
V,16100001,16110000,0.0046,ishi-irio
V,16120001,16130000,-0.007,ishi-irio
V,16140001,16150000,0.0221,ishi-irio
V,16150001,16160000,0.012,ishi-irio
V,16170001,16180000,0.0191,ishi-irio
V,16210001,16220000,0.0131,ishi-irio
V,16230001,16240000,0.0283,ishi-irio
V,16240001,16250000,0.0234,ishi-irio
V,16250001,16260000,0.0486,ishi-irio
V,16280001,16290000,0.0023,ishi-irio
V,16300001,16310000,0.0268,ishi-irio
V,16310001,16320000,-0.0042,ishi-irio
V,16350001,16360000,0.0271,ishi-irio
V,16360001,16370000,0.0362,ishi-irio
V,16370001,16380000,0.0096,ishi-irio
V,16390001,16400000,0.0301,ishi-irio
V,16410001,16420000,-0.0384,ishi-irio
V,16430001,16440000,0.0569,ishi-irio
V,16440001,16450000,-0.0228,ishi-irio
V,16450001,16460000,-0.0123,ishi-irio
V,16460001,16470000,0.0176,ishi-irio
V,16470001,16480000,-0.0056,ishi-irio
V,16480001,16490000,0.0038,ishi-irio
V,16490001,16500000,-0.0111,ishi-irio
V,16500001,16510000,-0.0177,ishi-irio
V,16550001,16560000,0.0354,ishi-irio
V,16590001,16600000,-0.007,ishi-irio
V,16610001,16620000,0.0076,ishi-irio
V,16630001,16640000,0.0063,ishi-irio
V,16640001,16650000,-0.0244,ishi-irio
V,16650001,16660000,0.0133,ishi-irio
V,16660001,16670000,0.0392,ishi-irio
V,16670001,16680000,0.0024,ishi-irio
V,16680001,16690000,0.1242,ishi-irio
V,16700001,16710000,0.0024,ishi-irio
V,16710001,16720000,-0.0153,ishi-irio
V,16740001,16750000,-0.0096,ishi-irio
V,16760001,16770000,0.0142,ishi-irio
V,16770001,16780000,0.0152,ishi-irio
V,16790001,16800000,-0.0242,ishi-irio
V,16800001,16810000,-0.0201,ishi-irio
V,16810001,16820000,0.0048,ishi-irio
V,16820001,16830000,-0.0091,ishi-irio
V,16830001,16840000,-0.0045,ishi-irio
V,16840001,16850000,0.0383,ishi-irio
V,16850001,16860000,0.0272,ishi-irio
V,16860001,16870000,0.0023,ishi-irio
V,16870001,16880000,0.0506,ishi-irio
V,16880001,16890000,0.0725,ishi-irio
V,16890001,16900000,0.0037,ishi-irio
V,16900001,16910000,-0.0113,ishi-irio
V,16910001,16920000,0.0666,ishi-irio
V,16950001,16960000,0.0703,ishi-irio
V,16960001,16970000,-0.0097,ishi-irio
V,16970001,16980000,0.0171,ishi-irio
V,16980001,16990000,0.1241,ishi-irio
V,16990001,17000000,0.0667,ishi-irio
V,17000001,17010000,-0.0044,ishi-irio
V,17010001,17020000,0.0158,ishi-irio
V,17020001,17030000,-0.0054,ishi-irio
V,17030001,17040000,-0.0309,ishi-irio
V,17040001,17050000,0.1574,ishi-irio
V,17050001,17060000,-0.0103,ishi-irio
V,17060001,17070000,0.0233,ishi-irio
V,17080001,17090000,-0.0015,ishi-irio
V,17110001,17120000,0.0206,ishi-irio
V,17120001,17130000,0.0082,ishi-irio
V,17130001,17140000,-0.013,ishi-irio
V,17150001,17160000,0.0424,ishi-irio
V,17170001,17180000,-0.0178,ishi-irio
V,17180001,17190000,0.0075,ishi-irio
V,17190001,17200000,0.05,ishi-irio
V,17200001,17210000,0.1231,ishi-irio
V,17210001,17220000,-0.0073,ishi-irio
V,17220001,17230000,-0.0034,ishi-irio
V,17230001,17240000,-0.0186,ishi-irio
V,17240001,17250000,0.0602,ishi-irio
V,17270001,17280000,0.0072,ishi-irio
V,17280001,17290000,0.0364,ishi-irio
V,17300001,17310000,0.0482,ishi-irio
V,17320001,17330000,-0.0068,ishi-irio
V,17360001,17370000,-0.0063,ishi-irio
V,17380001,17390000,0.0461,ishi-irio
V,17390001,17400000,0.0924,ishi-irio
V,17420001,17430000,0.0588,ishi-irio
V,17450001,17460000,0.0411,ishi-irio
V,17460001,17470000,-0.0003,ishi-irio
V,17470001,17480000,0.0506,ishi-irio
V,17480001,17490000,-0.005,ishi-irio
V,17490001,17500000,-0.0431,ishi-irio
V,17500001,17510000,-0.0095,ishi-irio
V,17510001,17520000,-0.0014,ishi-irio
V,17520001,17530000,0.0109,ishi-irio
V,17560001,17570000,0.0157,ishi-irio
V,17580001,17590000,0.002,ishi-irio
V,17600001,17610000,0.0008,ishi-irio
V,17630001,17640000,0.0356,ishi-irio
V,17680001,17690000,0.0173,ishi-irio
V,17690001,17700000,0.0223,ishi-irio
V,17700001,17710000,-0.0064,ishi-irio
V,17710001,17720000,0.0079,ishi-irio
V,17750001,17760000,0.0131,ishi-irio
V,17760001,17770000,-0.0134,ishi-irio
V,17770001,17780000,0.0085,ishi-irio
V,17810001,17820000,0.0126,ishi-irio
V,17830001,17840000,0.0081,ishi-irio
V,17840001,17850000,0.0115,ishi-irio
V,17860001,17870000,-0.0004,ishi-irio
V,17880001,17890000,-0.0946,ishi-irio
V,17890001,17900000,-0.0112,ishi-irio
V,17900001,17910000,0.012,ishi-irio
V,17910001,17920000,-0.0016,ishi-irio
V,17920001,17930000,-0.0061,ishi-irio
V,17930001,17940000,-0.0132,ishi-irio
V,17940001,17950000,0.0271,ishi-irio
V,17950001,17960000,-0.0617,ishi-irio
V,18000001,18010000,0.0006,ishi-irio
V,18020001,18030000,0.0612,ishi-irio
V,18030001,18040000,0.0559,ishi-irio
V,18040001,18050000,-0.0043,ishi-irio
V,18050001,18060000,0.0044,ishi-irio
V,18070001,18080000,-0.0082,ishi-irio
V,18080001,18090000,0.0042,ishi-irio
V,18090001,18100000,-0.0147,ishi-irio
V,18190001,18200000,-0.0056,ishi-irio
V,18200001,18210000,-0.0123,ishi-irio
V,18210001,18220000,-0.0026,ishi-irio
V,18230001,18240000,-0.0172,ishi-irio
V,18240001,18250000,0.031,ishi-irio
V,18250001,18260000,-0.0001,ishi-irio
V,18260001,18270000,0.0475,ishi-irio
V,18270001,18280000,0.0829,ishi-irio
V,18280001,18290000,-0.0036,ishi-irio
V,18290001,18300000,-0.0028,ishi-irio
V,18310001,18320000,-0.0162,ishi-irio
V,18320001,18330000,0.0194,ishi-irio
V,18420001,18430000,-0.0132,ishi-irio
V,18430001,18440000,0.0188,ishi-irio
V,18460001,18470000,0.0207,ishi-irio
V,18470001,18480000,0.0047,ishi-irio
V,18480001,18490000,0.0297,ishi-irio
V,18490001,18500000,0.0076,ishi-irio
V,18500001,18510000,0.0006,ishi-irio
V,18530001,18540000,-0.0038,ishi-irio
V,18550001,18560000,0.0275,ishi-irio
V,18560001,18570000,-0.0391,ishi-irio
V,18590001,18600000,-0.0291,ishi-irio
V,18600001,18610000,0.0195,ishi-irio
V,18610001,18620000,-0.018,ishi-irio
V,18620001,18630000,0.0402,ishi-irio
V,18630001,18640000,-0.0191,ishi-irio
V,18640001,18650000,0.0255,ishi-irio
V,18650001,18660000,-0.0539,ishi-irio
V,18750001,18760000,0.0025,ishi-irio
V,18760001,18770000,0.0347,ishi-irio
V,18830001,18840000,-0.0162,ishi-irio
V,18840001,18850000,-0.0186,ishi-irio
V,18850001,18860000,0.0044,ishi-irio
V,18880001,18890000,-0.0014,ishi-irio
V,18890001,18900000,-0.0096,ishi-irio
V,18900001,18910000,0.0111,ishi-irio
V,18910001,18920000,0.0636,ishi-irio
V,18970001,18980000,-0.0057,ishi-irio
V,19010001,19020000,0.0029,ishi-irio
V,19020001,19030000,0.0011,ishi-irio
V,19030001,19040000,0.0163,ishi-irio
V,19090001,19100000,0.0785,ishi-irio
V,19200001,19210000,-0.0096,ishi-irio
V,19210001,19220000,-0.0058,ishi-irio
V,19220001,19230000,-0.0029,ishi-irio
V,19240001,19250000,0.0193,ishi-irio
V,19280001,19290000,0.0144,ishi-irio
V,19290001,19300000,-0.0162,ishi-irio
V,19370001,19380000,0.0015,ishi-irio
V,19380001,19390000,0.0134,ishi-irio
V,19390001,19400000,0.0264,ishi-irio
V,19460001,19470000,-0.0339,ishi-irio
V,19490001,19500000,0.0061,ishi-irio
V,19600001,19610000,-0.0101,ishi-irio
V,19610001,19620000,0.0268,ishi-irio
V,19620001,19630000,0.0064,ishi-irio
V,19670001,19680000,0.0247,ishi-irio
V,19710001,19720000,0.0181,ishi-irio
V,19730001,19740000,0.0161,ishi-irio
V,19750001,19760000,-0.0125,ishi-irio
V,19760001,19770000,-0.0054,ishi-irio
V,19790001,19800000,0.0019,ishi-irio
V,19810001,19820000,0.0529,ishi-irio
V,19820001,19830000,0.0121,ishi-irio
V,19830001,19840000,0.0212,ishi-irio
V,19840001,19850000,0.0283,ishi-irio
V,19880001,19890000,0.0107,ishi-irio
V,19970001,19980000,0.0028,ishi-irio
V,19980001,19990000,0.0068,ishi-irio
V,19990001,20000000,0.0553,ishi-irio
V,20040001,20050000,-0.0021,ishi-irio
V,20050001,20060000,0.0546,ishi-irio
V,20100001,20110000,0.0099,ishi-irio
V,20160001,20170000,-0.0082,ishi-irio
V,20200001,20210000,0.0764,ishi-irio
V,20210001,20220000,-0.0052,ishi-irio
V,20220001,20230000,0.0084,ishi-irio
V,20230001,20240000,0.0556,ishi-irio
V,20260001,20270000,-0.0004,ishi-irio
V,20270001,20280000,-0.011,ishi-irio
V,20280001,20290000,0.0041,ishi-irio
V,20300001,20310000,0.0546,ishi-irio
V,20310001,20320000,0.0046,ishi-irio
V,20320001,20330000,0.0635,ishi-irio
V,20340001,20350000,0.0198,ishi-irio
V,20350001,20360000,0.0385,ishi-irio
V,20430001,20440000,0.02,ishi-irio
V,20450001,20460000,0.0206,ishi-irio
