Chr	BP	R2	Species
III	12310001	0.1216725493	C. elegans
III	12320001	0.143365293	C. elegans
III	12340001	0.213385699	C. elegans
III	12360001	0.08688171641	C. elegans
III	12370001	0.1029763085	C. elegans
III	12380001	0.069691171	C. elegans
III	12390001	0.1169678461	C. elegans
III	12400001	0.1160874624	C. elegans
III	12410001	0.1090663999	C. elegans
III	12420001	0.1785405217	C. elegans
III	12430001	0.1245685616	C. elegans
III	12440001	0.1304802753	C. elegans
III	12450001	0.1363986908	C. elegans
III	12460001	0.1060409372	C. elegans
III	12470001	0.1127248748	C. elegans
III	12480001	0.1031069941	C. elegans
III	12490001	0.1272272625	C. elegans
III	12500001	0.1259997646	C. elegans
III	12510001	0.08326285045	C. elegans
III	12520001	0.1011177552	C. elegans
III	12530001	0.1033880523	C. elegans
III	12540001	0.1468769038	C. elegans
III	12550001	0.1177905294	C. elegans
III	12560001	0.2025421118	C. elegans
III	12570001	0.1258410352	C. elegans
III	12590001	0.08458907975	C. elegans
III	12600001	0.09469433763	C. elegans
III	12610001	0.1056218874	C. elegans
III	12630001	0.1000264002	C. elegans
III	12640001	0.09859906814	C. elegans
III	12650001	0.112568175	C. elegans
III	12660001	0.1036072021	C. elegans
III	12670001	0.07072089214	C. elegans
III	12680001	0.2931227151	C. elegans
III	12690001	0.1576196464	C. elegans
III	12700001	0.07977714018	C. elegans
III	12710001	0.07020857233	C. elegans
III	12720001	0.1140931971	C. elegans
III	12730001	0.08547310772	C. elegans
III	12740001	0.09044247259	C. elegans
III	12750001	0.07556745331	C. elegans
III	12760001	0.06485942863	C. elegans
III	12770001	0.1017340085	C. elegans
III	12780001	0.08785782013	C. elegans
III	12790001	0.06425570761	C. elegans
III	12800001	0.1021485897	C. elegans
III	12810001	0.1143806946	C. elegans
III	12820001	0.2129598364	C. elegans
III	12830001	0.233549549	C. elegans
III	12840001	0.07958792713	C. elegans
III	12850001	0.1745441792	C. elegans
III	12860001	0.1338347909	C. elegans
III	12870001	0.3309656254	C. elegans
III	12880001	0.192422859	C. elegans
III	12890001	0.1707301073	C. elegans
III	12900001	0.0635857927	C. elegans
III	12910001	0.1029926217	C. elegans
III	12920001	0.1447804925	C. elegans
III	12930001	0.1596807656	C. elegans
III	12940001	0.1850539846	C. elegans
III	12950001	0.1298493897	C. elegans
III	12960001	0.333663231	C. elegans
III	12970001	0.1169646797	C. elegans
III	12980001	0.2014204012	C. elegans
III	12990001	0.3325583963	C. elegans
III	13000001	0.2416801473	C. elegans
III	13010001	0.1533402102	C. elegans
III	13020001	0.1646823447	C. elegans
III	13030001	0.1121311727	C. elegans
III	13040001	0.1833460226	C. elegans
III	13050001	0.1909196084	C. elegans
III	13060001	0.1816480996	C. elegans
III	13070001	0.09045335817	C. elegans
III	13080001	0.2497918874	C. elegans
III	13090001	0.07865810984	C. elegans
III	13100001	0.1202577132	C. elegans
III	13110001	0.2513497596	C. elegans
III	13120001	0.168982653	C. elegans
III	13140001	0.1649820946	C. elegans
III	13150001	0.3368780516	C. elegans
III	13160001	0.2556378313	C. elegans
III	13170001	0.3269945749	C. elegans
III	13180001	0.2322767984	C. elegans
III	13190001	0.05394602103	C. elegans
III	13200001	0.09656667951	C. elegans
III	13210001	0.1426780123	C. elegans
III	13220001	0.2345730993	C. elegans
III	13230001	0.1482998272	C. elegans
III	13240001	0.2593767015	C. elegans
III	13250001	0.2543009282	C. elegans
III	13260001	0.1436502023	C. elegans
III	13270001	0.147598021	C. elegans
III	13280001	0.2838584147	C. elegans
III	13290001	0.1144182675	C. elegans
III	13300001	0.1866179126	C. elegans
III	13310001	0.1890568663	C. elegans
III	13320001	0.3129236418	C. elegans
III	13330001	0.07988588945	C. elegans
III	13340001	0.1155177525	C. elegans
III	13350001	0.215887595	C. elegans
III	13360001	0.2549719479	C. elegans
III	13380001	0.1313923042	C. elegans
III	13390001	0.2374365389	C. elegans
III	13420001	0.2387919437	C. elegans
III	13430001	0.2866975838	C. elegans
III	13450001	0.188886568	C. elegans
III	13460001	0.1701662442	C. elegans
III	13470001	0.3097414628	C. elegans
III	13490001	0.1040744671	C. elegans
III	13500001	0.1444106897	C. elegans
III	13510001	0.1630605284	C. elegans
III	13520001	0.327212247	C. elegans
III	13530001	0.2852641749	C. elegans
III	13540001	0.09265036878	C. elegans
III	13550001	0.1916816484	C. elegans
III	13560001	0.217467835	C. elegans
III	13570001	0.2103794632	C. elegans
III	13600001	0.09726722503	C. elegans
III	13610001	0.1211935972	C. elegans
III	13620001	0.1444529607	C. elegans
III	13630001	0.1825176995	C. elegans
III	13640001	0.2340003347	C. elegans
III	13650001	0.1627456743	C. elegans
III	13660001	0.2527277474	C. elegans
III	13670001	0.1506070115	C. elegans
III	13680001	0.1704938059	C. elegans
III	13690001	0.1421013995	C. elegans
III	13700001	0.2550172174	C. elegans
III	13710001	0.1716791846	C. elegans
III	13720001	0.1062988204	C. elegans
III	13730001	0.1945501545	C. elegans
III	13740001	0.0903591103	C. elegans
III	13750001	0.1115417689	C. elegans
III	13760001	0.1991098671	C. elegans
IV	20001	0.06739332094	C. elegans
IV	40001	0.1746053728	C. elegans
IV	50001	0.1077712816	C. elegans
IV	60001	0.09625208328	C. elegans
IV	70001	0.212908769	C. elegans
IV	80001	0.1949290852	C. elegans
IV	90001	0.3026457053	C. elegans
IV	100001	0.1512785472	C. elegans
IV	110001	0.1473989512	C. elegans
IV	120001	0.2291364622	C. elegans
IV	130001	0.122162915	C. elegans
IV	140001	0.1552067887	C. elegans
IV	150001	0.2212001248	C. elegans
IV	160001	0.1614397035	C. elegans
IV	170001	0.1723200853	C. elegans
IV	180001	0.1334283458	C. elegans
IV	190001	0.1780586998	C. elegans
IV	200001	0.1962016057	C. elegans
IV	210001	0.1298986736	C. elegans
IV	220001	0.1253518635	C. elegans
IV	230001	0.1928936598	C. elegans
IV	240001	0.08519807912	C. elegans
IV	250001	0.125124507	C. elegans
IV	260001	0.1756402955	C. elegans
IV	270001	0.1639924288	C. elegans
IV	280001	0.1340279515	C. elegans
IV	290001	0.1544316193	C. elegans
IV	300001	0.1323387805	C. elegans
IV	310001	0.1311039804	C. elegans
IV	320001	0.1126048909	C. elegans
IV	330001	0.1983634658	C. elegans
IV	340001	0.06642113215	C. elegans
IV	350001	0.1447715855	C. elegans
IV	360001	0.2092085003	C. elegans
IV	370001	0.1921825329	C. elegans
IV	380001	0.04676936423	C. elegans
IV	390001	0.1901931296	C. elegans
IV	400001	0.2110877237	C. elegans
IV	410001	0.0679970722	C. elegans
IV	420001	0.1197342518	C. elegans
IV	430001	0.1310716942	C. elegans
IV	440001	0.1321933001	C. elegans
IV	450001	0.1185654587	C. elegans
IV	460001	0.06785885676	C. elegans
IV	470001	0.07756897809	C. elegans
IV	480001	0.2668999005	C. elegans
IV	490001	0.2289342385	C. elegans
IV	500001	0.1174896701	C. elegans
IV	510001	0.05255363958	C. elegans
IV	520001	0.08600273301	C. elegans
IV	530001	0.1673637757	C. elegans
IV	540001	0.06928726631	C. elegans
IV	550001	0.1002028957	C. elegans
IV	560001	0.06542072016	C. elegans
IV	570001	0.1066018464	C. elegans
IV	580001	0.08019983907	C. elegans
IV	600001	0.1601037372	C. elegans
IV	610001	0.1251969929	C. elegans
IV	620001	0.1729783593	C. elegans
IV	630001	0.1477838116	C. elegans
IV	640001	0.07133628867	C. elegans
IV	650001	0.09762376259	C. elegans
IV	670001	0.1351086315	C. elegans
IV	680001	0.08922164405	C. elegans
IV	700001	0.1174555197	C. elegans
IV	710001	0.06463648372	C. elegans
IV	720001	0.0552639558	C. elegans
IV	730001	0.09401037068	C. elegans
IV	740001	0.09250659895	C. elegans
IV	750001	0.112618419	C. elegans
IV	760001	0.1103569793	C. elegans
IV	770001	0.07070032216	C. elegans
IV	780001	0.09263847215	C. elegans
IV	790001	0.1293684213	C. elegans
IV	800001	0.135065177	C. elegans
IV	810001	0.1165978526	C. elegans
IV	820001	0.05868858656	C. elegans
IV	830001	0.09550139966	C. elegans
IV	840001	0.1011124012	C. elegans
IV	850001	0.08260631481	C. elegans
IV	860001	0.1375702129	C. elegans
IV	870001	0.1250737606	C. elegans
IV	880001	0.07374166115	C. elegans
IV	910001	0.08601401381	C. elegans
IV	920001	0.1127495212	C. elegans
IV	930001	0.1112972636	C. elegans
IV	940001	0.0799570686	C. elegans
IV	960001	0.1291499057	C. elegans
IV	970001	0.1227447441	C. elegans
IV	980001	0.07203476754	C. elegans
IV	990001	0.1744820182	C. elegans
IV	1000001	0.1167679466	C. elegans
IV	1010001	0.06154548558	C. elegans
IV	1020001	0.1252031834	C. elegans
IV	1030001	0.1048495751	C. elegans
IV	1040001	0.06500559589	C. elegans
IV	1050001	0.1506370074	C. elegans
IV	1060001	0.1487697942	C. elegans
IV	1070001	0.08084258156	C. elegans
IV	1090001	0.1367219959	C. elegans
IV	1100001	0.07410261694	C. elegans
IV	1110001	0.06986334578	C. elegans
IV	1120001	0.09033924796	C. elegans
IV	1130001	0.1237513214	C. elegans
IV	1140001	0.09964632084	C. elegans
IV	1150001	0.1124415236	C. elegans
IV	1160001	0.09719306577	C. elegans
IV	1170001	0.09915696229	C. elegans
IV	1180001	0.10625361	C. elegans
IV	1190001	0.06436873057	C. elegans
IV	1200001	0.126665036	C. elegans
IV	1210001	0.1136468375	C. elegans
IV	1220001	0.08205722458	C. elegans
IV	1230001	0.1046006735	C. elegans
IV	1240001	0.1323067234	C. elegans
IV	1260001	0.1315318919	C. elegans
IV	1270001	0.0492731666	C. elegans
IV	1280001	0.08482103255	C. elegans
IV	1300001	0.05390046071	C. elegans
IV	1310001	0.122394021	C. elegans
IV	1320001	0.06127528377	C. elegans
IV	1330001	0.1153226902	C. elegans
IV	1340001	0.1521538175	C. elegans
IV	1350001	0.1116978654	C. elegans
IV	1360001	0.09877652513	C. elegans
IV	1370001	0.120740563	C. elegans
IV	1380001	0.1080264584	C. elegans
IV	1390001	0.09658575965	C. elegans
IV	1410001	0.13801133	C. elegans
IV	1420001	0.106813816	C. elegans
IV	1430001	0.069360361	C. elegans
IV	1440001	0.09105143461	C. elegans
IV	1450001	0.07165127764	C. elegans
IV	1460001	0.07018537454	C. elegans
IV	1480001	0.08744216069	C. elegans
IV	1490001	0.04564921292	C. elegans
IV	1500001	0.06615377633	C. elegans
IV	1510001	0.09843417245	C. elegans
IV	1520001	0.1263024323	C. elegans
IV	1530001	0.1115283816	C. elegans
IV	1540001	0.1111236276	C. elegans
IV	1550001	0.1538183143	C. elegans
IV	1560001	0.1251403976	C. elegans
IV	1570001	0.08805003026	C. elegans
IV	1580001	0.1034680879	C. elegans
IV	1590001	0.1155455844	C. elegans
IV	1600001	0.100638224	C. elegans
IV	1610001	0.1162212892	C. elegans
IV	1620001	0.1475379384	C. elegans
IV	1630001	0.1338111074	C. elegans
IV	1640001	0.1191345257	C. elegans
IV	1650001	0.115835141	C. elegans
IV	1660001	0.08765673803	C. elegans
IV	1670001	0.154536002	C. elegans
IV	1680001	0.1474773971	C. elegans
IV	1690001	0.187097723	C. elegans
IV	1700001	0.1636154415	C. elegans
IV	1710001	0.08943388432	C. elegans
IV	1740001	0.1472384045	C. elegans
IV	1750001	0.1095731562	C. elegans
IV	1760001	0.08415605057	C. elegans
IV	1770001	0.1095044966	C. elegans
IV	1780001	0.08489740324	C. elegans
IV	1790001	0.113136465	C. elegans
IV	1800001	0.1100476501	C. elegans
IV	1810001	0.08286275912	C. elegans
IV	1820001	0.1093737876	C. elegans
IV	1830001	0.1466246049	C. elegans
IV	1840001	0.118658593	C. elegans
IV	1850001	0.09227877373	C. elegans
IV	1860001	0.07404600004	C. elegans
IV	1870001	0.1162848142	C. elegans
IV	1880001	0.1349961158	C. elegans
IV	1890001	0.09267678642	C. elegans
IV	1900001	0.09040053559	C. elegans
IV	1910001	0.1076530513	C. elegans
IV	1920001	0.1163272826	C. elegans
IV	1930001	0.1443897327	C. elegans
IV	1940001	0.113081296	C. elegans
IV	1950001	0.1382956052	C. elegans
IV	1960001	0.1192352332	C. elegans
IV	1970001	0.1391705782	C. elegans
IV	1980001	0.1629008912	C. elegans
IV	1990001	0.07575371678	C. elegans
IV	2010001	0.05629961132	C. elegans
IV	2020001	0.06017316066	C. elegans
IV	2030001	0.06994994637	C. elegans
IV	2040001	0.09023526766	C. elegans
IV	2050001	0.0925798157	C. elegans
IV	2060001	0.08154374313	C. elegans
IV	2070001	0.1730549429	C. elegans
IV	2080001	0.07727780542	C. elegans
IV	2090001	0.07037581601	C. elegans
IV	2100001	0.04940237788	C. elegans
IV	2110001	0.1578743358	C. elegans
IV	2120001	0.07950442819	C. elegans
IV	2130001	0.09339696602	C. elegans
IV	2140001	0.1062278726	C. elegans
IV	2150001	0.1189849082	C. elegans
IV	2160001	0.1309171385	C. elegans
IV	2170001	0.07147608582	C. elegans
IV	2180001	0.08500131134	C. elegans
IV	2190001	0.3224718004	C. elegans
IV	2200001	0.06838872977	C. elegans
IV	2210001	0.09520401817	C. elegans
IV	2220001	0.12198073	C. elegans
IV	2230001	0.08837870536	C. elegans
IV	2240001	0.06099296889	C. elegans
IV	2250001	0.1116842982	C. elegans
IV	2260001	0.07848894088	C. elegans
IV	2270001	0.05662759475	C. elegans
IV	2280001	0.06010017039	C. elegans
IV	2290001	0.04456220202	C. elegans
IV	2300001	0.07014445514	C. elegans
IV	2310001	0.05486248371	C. elegans
IV	2320001	0.07185315271	C. elegans
IV	2330001	0.05444065034	C. elegans
IV	2340001	0.06632855315	C. elegans
IV	2350001	0.08309861246	C. elegans
IV	2360001	0.06239411798	C. elegans
IV	2370001	0.09171292285	C. elegans
IV	2380001	0.1633359073	C. elegans
IV	2390001	0.08523170138	C. elegans
IV	2400001	0.09773427687	C. elegans
IV	2410001	0.07424938305	C. elegans
IV	2420001	0.11717691	C. elegans
IV	2430001	0.1107326768	C. elegans
IV	2440001	0.1107366768	C. elegans
IV	2450001	0.07820660845	C. elegans
IV	2460001	0.06931191255	C. elegans
IV	2470001	0.1198328966	C. elegans
IV	2480001	0.05335320812	C. elegans
IV	2490001	0.1195355363	C. elegans
IV	2500001	0.08554764449	C. elegans
IV	2510001	0.06442131993	C. elegans
IV	2520001	0.05640266463	C. elegans
IV	2530001	0.08982764135	C. elegans
IV	2540001	0.08067823973	C. elegans
IV	2550001	0.1326125862	C. elegans
IV	2560001	0.09451429187	C. elegans
IV	2590001	0.06458336294	C. elegans
IV	2600001	0.08462197673	C. elegans
IV	2610001	0.1075470185	C. elegans
IV	2620001	0.1104169073	C. elegans
IV	2630001	0.05042488747	C. elegans
IV	2640001	0.09196102924	C. elegans
IV	2650001	0.1022527962	C. elegans
IV	2660001	0.1102451165	C. elegans
IV	2670001	0.09730574441	C. elegans
IV	2680001	0.09228336429	C. elegans
IV	2690001	0.0713061388	C. elegans
IV	2700001	0.08921984482	C. elegans
IV	2710001	0.03568694755	C. elegans
IV	2720001	0.0355686846	C. elegans
IV	2730001	0.1207777625	C. elegans
IV	2740001	0.1349195666	C. elegans
IV	2750001	0.0982845819	C. elegans
IV	2760001	0.1803067774	C. elegans
IV	2770001	0.09670541451	C. elegans
IV	2780001	0.08539033868	C. elegans
IV	2790001	0.212270266	C. elegans
IV	2800001	0.1500281368	C. elegans
IV	2810001	0.1296321724	C. elegans
IV	2820001	0.1627647233	C. elegans
IV	2830001	0.171761089	C. elegans
IV	2840001	0.1006594984	C. elegans
IV	2850001	0.06280212351	C. elegans
IV	2860001	0.06896065307	C. elegans
IV	2880001	0.05796487853	C. elegans
IV	2890001	0.09921337135	C. elegans
IV	2900001	0.08663994027	C. elegans
IV	2910001	0.09826804882	C. elegans
IV	2920001	0.06054241934	C. elegans
IV	2930001	0.06763251747	C. elegans
IV	2940001	0.1416948046	C. elegans
IV	2950001	0.1798612708	C. elegans
IV	2960001	0.07942434381	C. elegans
IV	2970001	0.01981455743	C. elegans
IV	2980001	0.04248445026	C. elegans
IV	2990001	0.06429774957	C. elegans
IV	3000001	0.09227667165	C. elegans
IV	3010001	0.0570249097	C. elegans
IV	3020001	0.07277515348	C. elegans
IV	3030001	0.03164211275	C. elegans
IV	3040001	0.1155738755	C. elegans
IV	3050001	0.02835317594	C. elegans
IV	3060001	0.08317184738	C. elegans
IV	3070001	0.1817612636	C. elegans
IV	3080001	0.06094771827	C. elegans
IV	3090001	0.08403767511	C. elegans
IV	3100001	0.08584809794	C. elegans
IV	3110001	0.1146281044	C. elegans
IV	3120001	0.06461313153	C. elegans
IV	3140001	0.07101190553	C. elegans
IV	3150001	0.09466582962	C. elegans
IV	3160001	0.1431591305	C. elegans
IV	3170001	0.1059850725	C. elegans
IV	3180001	0.1033692875	C. elegans
IV	3190001	0.1188619256	C. elegans
IV	3200001	0.1132677389	C. elegans
IV	3210001	0.08599480003	C. elegans
IV	3220001	0.1017896989	C. elegans
IV	3230001	0.1095686264	C. elegans
IV	3240001	0.08700427734	C. elegans
IV	3250001	0.09381887562	C. elegans
IV	3260001	0.1257628643	C. elegans
IV	3270001	0.1118195663	C. elegans
IV	3280001	0.101909456	C. elegans
IV	3290001	0.08983882945	C. elegans
IV	3300001	0.08767325607	C. elegans
IV	3310001	0.1243045943	C. elegans
IV	3320001	0.09740350741	C. elegans
IV	3330001	0.07834874397	C. elegans
IV	3340001	0.1278289488	C. elegans
IV	3350001	0.07397595562	C. elegans
IV	3360001	0.1014030972	C. elegans
IV	3370001	0.05727682198	C. elegans
IV	3380001	0.06490560942	C. elegans
IV	3390001	0.06891363017	C. elegans
IV	3400001	0.1047219612	C. elegans
IV	3410001	0.07988272077	C. elegans
IV	3420001	0.08717710536	C. elegans
IV	3430001	0.0848932358	C. elegans
IV	3440001	0.09424397411	C. elegans
IV	3450001	0.07089539847	C. elegans
IV	3460001	0.09627456138	C. elegans
IV	3470001	0.06835554727	C. elegans
IV	3480001	0.07380620446	C. elegans
IV	3490001	0.03956619622	C. elegans
IV	3500001	0.09287428805	C. elegans
IV	3520001	0.08907581696	C. elegans
IV	3530001	0.0630378743	C. elegans
IV	3540001	0.07545586403	C. elegans
IV	3550001	0.0746622284	C. elegans
IV	3560001	0.1006676894	C. elegans
IV	3570001	0.06788373678	C. elegans
IV	3580001	0.09033284684	C. elegans
IV	3590001	0.1437335117	C. elegans
IV	3600001	0.1029855136	C. elegans
IV	3610001	0.09731903533	C. elegans
IV	3620001	0.1022487021	C. elegans
IV	3630001	0.05740301457	C. elegans
IV	3640001	0.1114987565	C. elegans
IV	3650001	0.1376013653	C. elegans
IV	3660001	0.01540668214	C. elegans
IV	3670001	0.1795076561	C. elegans
IV	3680001	0.06605589658	C. elegans
IV	3690001	0.2073916711	C. elegans
IV	3700001	0.2393460854	C. elegans
IV	3710001	0.1501718071	C. elegans
IV	3720001	0.08659059426	C. elegans
IV	3730001	0.3247301355	C. elegans
IV	3740001	0.299294442	C. elegans
IV	3750001	0.1746863988	C. elegans
IV	3770001	0.2971415437	C. elegans
IV	3780001	0.07423462127	C. elegans
IV	3790001	0.2494355104	C. elegans
IV	3800001	0.1343900605	C. elegans
IV	3810001	0.1972738713	C. elegans
IV	3820001	0.216482613	C. elegans
IV	3830001	0.2101252431	C. elegans
IV	3840001	0.2164372637	C. elegans
IV	3850001	0.106884092	C. elegans
IV	3860001	0.06078225412	C. elegans
IV	3870001	0.1543712006	C. elegans
IV	3880001	0.1718449077	C. elegans
IV	3890001	0.1907247254	C. elegans
IV	3900001	0.2748166644	C. elegans
IV	3910001	0.3456254063	C. elegans
IV	3920001	0.2981277528	C. elegans
IV	3930001	0.2643720639	C. elegans
IV	3940001	0.06898320502	C. elegans
IV	3950001	0.09799626925	C. elegans
IV	3960001	0.09353611418	C. elegans
IV	3970001	0.1308527152	C. elegans
IV	3980001	0.1647814371	C. elegans
IV	3990001	0.09104294615	C. elegans
IV	4000001	0.104631531	C. elegans
IV	4010001	0.07024150515	C. elegans
IV	4020001	0.1041925105	C. elegans
IV	4030001	0.1237139079	C. elegans
IV	4040001	0.1668017566	C. elegans
IV	4050001	0.2525292957	C. elegans
IV	4060001	0.1340929514	C. elegans
IV	4070001	0.08713167159	C. elegans
IV	4080001	0.1900474886	C. elegans
IV	4090001	0.1537511005	C. elegans
IV	4100001	0.2597964013	C. elegans
IV	4110001	0.3161195048	C. elegans
IV	4170001	0.05375892522	C. elegans
IV	4180001	0.06005314515	C. elegans
IV	4190001	0.04075617838	C. elegans
IV	4200001	0.07253554622	C. elegans
IV	4210001	0.1039911155	C. elegans
IV	4220001	0.1163675023	C. elegans
IV	4230001	0.2666007801	C. elegans
IV	4240001	0.2654275053	C. elegans
IV	4250001	0.1544151223	C. elegans
IV	4260001	0.07718564993	C. elegans
IV	4270001	0.1621899527	C. elegans
IV	4280001	0.1760700101	C. elegans
IV	4290001	0.1299769838	C. elegans
IV	4300001	0.1017470437	C. elegans
IV	4310001	0.05643202747	C. elegans
IV	4320001	0.05339191027	C. elegans
IV	4330001	0.1980813116	C. elegans
IV	4340001	0.1745310475	C. elegans
IV	4350001	0.06785345767	C. elegans
IV	4360001	0.09736429741	C. elegans
IV	4370001	0.2439094248	C. elegans
IV	4380001	0.1659749391	C. elegans
IV	4390001	0.1665909095	C. elegans
IV	4400001	0.3376670714	C. elegans
IV	4410001	0.09860920575	C. elegans
IV	4420001	0.1036079548	C. elegans
IV	4430001	0.1632343502	C. elegans
IV	4440001	0.170716934	C. elegans
IV	4450001	0.2178376168	C. elegans
IV	4460001	0.2204808395	C. elegans
IV	4470001	0.1030711489	C. elegans
IV	4480001	0.1432803103	C. elegans
IV	4490001	0.2673520109	C. elegans
IV	4500001	0.08827691064	C. elegans
IV	4510001	0.3407310347	C. elegans
IV	4520001	0.09924935215	C. elegans
IV	4530001	0.1788270247	C. elegans
IV	4540001	0.2108959419	C. elegans
IV	4550001	0.1911873212	C. elegans
IV	4560001	0.2523730116	C. elegans
IV	4570001	0.345685642	C. elegans
IV	4580001	0.3382035774	C. elegans
IV	4590001	0.3381473165	C. elegans
IV	4600001	0.1395894879	C. elegans
IV	4610001	0.120637263	C. elegans
IV	4620001	0.2765429449	C. elegans
IV	4650001	0.2105049785	C. elegans
IV	4660001	0.1507029989	C. elegans
IV	4680001	0.3381004211	C. elegans
IV	4690001	0.268137602	C. elegans
IV	4700001	0.2954469464	C. elegans
IV	4710001	0.1278379244	C. elegans
IV	4720001	0.16970841	C. elegans
IV	4730001	0.1676433789	C. elegans
IV	4740001	0.1067434853	C. elegans
IV	4750001	0.1423173442	C. elegans
IV	4760001	0.09107888852	C. elegans
IV	4780001	0.2850126128	C. elegans
IV	4790001	0.1275038771	C. elegans
IV	4800001	0.2965144113	C. elegans
IV	4810001	0.2156664057	C. elegans
IV	4820001	0.1452335541	C. elegans
IV	4830001	0.1521799374	C. elegans
IV	4840001	0.1089561226	C. elegans
IV	4850001	0.1353997108	C. elegans
IV	4860001	0.1226100305	C. elegans
IV	4870001	0.1980364675	C. elegans
IV	4880001	0.09658795048	C. elegans
IV	4890001	0.08293093312	C. elegans
IV	4900001	0.1615134362	C. elegans
IV	4910001	0.1209625057	C. elegans
IV	4920001	0.1556278688	C. elegans
IV	4930001	0.1588083267	C. elegans
IV	4950001	0.09801102552	C. elegans
IV	4960001	0.1865833403	C. elegans
IV	4970001	0.1222094609	C. elegans
IV	4980001	0.2347212815	C. elegans
IV	4990001	0.01045198085	C. elegans
IV	5000001	0.2455445198	C. elegans
IV	5020001	0.3378987973	C. elegans
IV	5030001	0.08557240562	C. elegans
IV	5040001	0.08625475034	C. elegans
IV	5050001	0.338068315	C. elegans
IV	5070001	0.2190455407	C. elegans
IV	5080001	0.1572482991	C. elegans
IV	5090001	0.3379758257	C. elegans
IV	5100001	0.2786802924	C. elegans
IV	5110001	0.2227263598	C. elegans
IV	5130001	0.3463397372	C. elegans
IV	5140001	0.2022174065	C. elegans
IV	5150001	0.2850795831	C. elegans
IV	5160001	0.196769923	C. elegans
IV	5170001	0.2299533936	C. elegans
IV	5180001	0.1094878941	C. elegans
IV	5190001	0.1364454325	C. elegans
IV	5200001	0.2111487225	C. elegans
IV	5210001	0.1640130189	C. elegans
IV	5220001	0.166971122	C. elegans
IV	5230001	0.2251758328	C. elegans
IV	5250001	0.1153406786	C. elegans
IV	5260001	0.2282989452	C. elegans
IV	5270001	0.16200033	C. elegans
IV	5280001	0.08014257197	C. elegans
IV	5300001	0.2087513237	C. elegans
IV	5310001	0.1746314485	C. elegans
IV	5320001	0.1266730505	C. elegans
IV	5330001	0.2751777604	C. elegans
IV	5340001	0.2464609332	C. elegans
IV	5350001	0.3654303641	C. elegans
IV	5360001	0.3099114066	C. elegans
IV	5370001	0.3360804283	C. elegans
IV	5380001	0.309931705	C. elegans
IV	5390001	0.2798040158	C. elegans
IV	5400001	0.323555647	C. elegans
IV	5420001	0.2697787603	C. elegans
IV	5430001	0.2542165294	C. elegans
IV	5440001	0.3151236906	C. elegans
IV	5450001	0.3329354075	C. elegans
IV	5460001	0.1064125783	C. elegans
IV	5470001	0.3325783834	C. elegans
IV	5480001	0.1993712302	C. elegans
IV	5490001	0.2970111905	C. elegans
IV	5500001	0.180779988	C. elegans
IV	5510001	0.3321066883	C. elegans
IV	5520001	0.276577594	C. elegans
IV	5530001	0.289652699	C. elegans
IV	5540001	0.3315538729	C. elegans
IV	5550001	0.3314641432	C. elegans
IV	5560001	0.2252509074	C. elegans
IV	5570001	0.2163054889	C. elegans
IV	5580001	0.234097011	C. elegans
IV	5590001	0.2696676151	C. elegans
IV	5600001	0.04407571543	C. elegans
IV	5610001	0.08752875761	C. elegans
IV	5620001	0.2802036614	C. elegans
IV	5630001	0.330684394	C. elegans
IV	5640001	0.1242880529	C. elegans
IV	5650001	0.2632556882	C. elegans
IV	5660001	0.2266392326	C. elegans
IV	5670001	0.2330525163	C. elegans
IV	5680001	0.1578925829	C. elegans
IV	5690001	0.1955320584	C. elegans
IV	5700001	0.2495559506	C. elegans
IV	5710001	0.07028004139	C. elegans
IV	5720001	0.2138485853	C. elegans
IV	5730001	0.1567900531	C. elegans
IV	5740001	0.1552303789	C. elegans
IV	5750001	0.08854188323	C. elegans
IV	5760001	0.1239839875	C. elegans
IV	5770001	0.2024344179	C. elegans
IV	5780001	0.2236142108	C. elegans
IV	5790001	0.2218229725	C. elegans
IV	5800001	0.2899536773	C. elegans
IV	5810001	0.2027546148	C. elegans
IV	5820001	0.2680769134	C. elegans
IV	5830001	0.2794237311	C. elegans
IV	5840001	0.1641507977	C. elegans
IV	5850001	0.2541113699	C. elegans
IV	5860001	0.2525638783	C. elegans
IV	5870001	0.1885092195	C. elegans
IV	5880001	0.2649991375	C. elegans
IV	5890001	0.2320346551	C. elegans
IV	5900001	0.2010501181	C. elegans
IV	5910001	0.1971298881	C. elegans
IV	5920001	0.2023378887	C. elegans
IV	5930001	0.2667427885	C. elegans
IV	5940001	0.3011440154	C. elegans
IV	5950001	0.2031968478	C. elegans
IV	5960001	0.3268322942	C. elegans
IV	5970001	0.2782876846	C. elegans
IV	5990001	0.3020479475	C. elegans
IV	6000001	0.2003289602	C. elegans
IV	6010001	0.1603738681	C. elegans
IV	6020001	0.2666640972	C. elegans
IV	6030001	0.3255388558	C. elegans
IV	6040001	0.2149012824	C. elegans
IV	6050001	0.2651926562	C. elegans
IV	6060001	0.324989484	C. elegans
IV	6070001	0.2995405344	C. elegans
IV	6080001	0.2510247438	C. elegans
IV	6090001	0.1937882031	C. elegans
IV	6100001	0.1561972161	C. elegans
IV	6110001	0.2552298386	C. elegans
IV	6120001	0.3239407449	C. elegans
IV	6130001	0.2601476248	C. elegans
IV	6140001	0.3235626349	C. elegans
IV	6150001	0.3424786242	C. elegans
IV	6160001	0.30138384	C. elegans
IV	6170001	0.2796897047	C. elegans
IV	6180001	0.2186579773	C. elegans
