Chr	BP	Fis	species
II	7800000	0.01915256847	inopinata
II	7820000	0.1630293627	inopinata
II	7830000	0.02030469444	inopinata
II	7840000	0.14844125	inopinata
II	7850000	0.3004453333	inopinata
II	7870000	0.1006041599	inopinata
II	7880000	0.0722888889	inopinata
II	7890000	-0.067489375	inopinata
II	7900000	0.08705454545	inopinata
II	7910000	-0.036295	inopinata
II	7920000	-0.02175613726	inopinata
II	7930000	0.08136197173	inopinata
II	7940000	0.284133718	inopinata
II	7950000	-0.009513484852	inopinata
II	7970000	0.106574381	inopinata
II	7980000	-0.07455666667	inopinata
II	7990000	0.0239645	inopinata
II	8000000	-0.04437457143	inopinata
II	8010000	0.1236434673	inopinata
II	8020000	0.4466116667	inopinata
II	8030000	-0.070305	inopinata
II	8040000	0.1125647278	inopinata
II	8050000	0.1169306493	inopinata
II	8060000	0.4182244286	inopinata
II	8070000	0.1185519524	inopinata
II	8080000	0.03084865385	inopinata
II	8100000	0.311165	inopinata
II	8120000	0.01831	inopinata
II	8130000	0.2077796296	inopinata
II	8140000	0.1869851885	inopinata
II	8150000	0.1211802821	inopinata
II	8160000	0.1678825897	inopinata
II	8180000	-0.0650375	inopinata
II	8190000	0.02812929824	inopinata
II	8200000	0.03069377273	inopinata
II	8210000	0.09656798333	inopinata
II	8220000	0.08889	inopinata
II	8230000	-0.02360666667	inopinata
II	8240000	-0.01451395833	inopinata
II	8250000	0.00621875	inopinata
II	8260000	0.03339576263	inopinata
II	8270000	-0.2435458333	inopinata
II	8280000	-0.039525	inopinata
II	8290000	0.257291	inopinata
II	8300000	-0.0094275	inopinata
II	8310000	0.1525220419	inopinata
II	8320000	0.03839671429	inopinata
II	8330000	0.1062475	inopinata
II	8340000	0.1638612662	inopinata
II	8350000	0.0735925	inopinata
II	8360000	0.171825051	inopinata
II	8370000	0.14673	inopinata
II	8380000	0.1146856829	inopinata
II	8390000	0.0802295098	inopinata
II	8400000	0.08098418254	inopinata
II	8420000	0.04932431438	inopinata
II	8430000	0.1327305521	inopinata
II	8440000	0.07693543939	inopinata
II	8450000	0.06825333333	inopinata
II	8460000	0.1014948611	inopinata
II	8470000	-0.006018333333	inopinata
II	8480000	-0.05443875	inopinata
II	8490000	-0.04401078205	inopinata
II	8500000	0.084328	inopinata
II	8510000	0.07648272727	inopinata
II	8520000	0.1111653333	inopinata
II	8530000	-0.02485947916	inopinata
II	8540000	-0.025185	inopinata
II	8550000	0.04280116667	inopinata
II	8560000	-0.04094822129	inopinata
II	8570000	0.1130429048	inopinata
II	8590000	-0.05361776786	inopinata
II	8600000	0.1505722222	inopinata
II	8610000	0.05345666667	inopinata
II	8620000	-0.01996631579	inopinata
II	8630000	-0.039525	inopinata
II	8640000	0.03649729167	inopinata
II	8650000	0.1131429375	inopinata
II	8660000	-7.473333333e-05	inopinata
II	8670000	0.1125306818	inopinata
II	8680000	0.1931125455	inopinata
II	8690000	0.129476	inopinata
II	8700000	0.3347727143	inopinata
II	8710000	0.20906	inopinata
II	8720000	-0.1485	inopinata
II	8730000	0.1811716667	inopinata
II	8740000	0.144721	inopinata
II	8750000	0.1608680952	inopinata
II	8760000	-0.15079125	inopinata
II	8780000	0.2698983333	inopinata
II	8790000	-0.03407083333	inopinata
II	8810000	-0.02029259047	inopinata
II	8820000	-0.0443445	inopinata
II	8840000	0.05136375	inopinata
II	8850000	0.01055166667	inopinata
II	8860000	0.06469833333	inopinata
II	8870000	0.4122109524	inopinata
II	8880000	0.09562666667	inopinata
II	8890000	0.004196428571	inopinata
II	8920000	0.1683609389	inopinata
II	8930000	0.07720555556	inopinata
II	8940000	0.0317465	inopinata
II	8960000	0.101517665	inopinata
II	8970000	0.05935833335	inopinata
II	8980000	0.1262035354	inopinata
II	9000000	0.1843070648	inopinata
II	9010000	0.1436225222	inopinata
II	9030000	0.0810472419	inopinata
II	9040000	0.1825682234	inopinata
II	9050000	0.3571702083	inopinata
II	9060000	0.1797008333	inopinata
II	9070000	0.3153475	inopinata
II	9100000	0.88611	inopinata
II	9110000	0.2637245926	inopinata
II	9120000	0.1573580556	inopinata
II	9130000	0.1308271429	inopinata
II	9140000	0.09645714286	inopinata
II	9150000	0.08197645834	inopinata
II	9170000	0.3558480185	inopinata
II	9190000	0.104485	inopinata
II	9220000	0.06200333333	inopinata
II	9230000	0.3230919924	inopinata
II	9240000	0.1437250755	inopinata
II	9250000	0.01121875	inopinata
II	9260000	0.1207208791	inopinata
II	9270000	-0.02632	inopinata
II	9280000	0.0489425	inopinata
II	9290000	-0.28734	inopinata
II	9300000	-0.03299784314	inopinata
II	9310000	0.2945544872	inopinata
II	9320000	0.1495990909	inopinata
II	9330000	0.05023910715	inopinata
II	9340000	0.09718041667	inopinata
II	9350000	0.0685525	inopinata
II	9360000	-0.0245525	inopinata
II	9370000	1	inopinata
II	9380000	-0.1176588958	inopinata
II	9390000	-0.00385	inopinata
II	9400000	-0.009356912281	inopinata
II	9410000	-0.011305	inopinata
II	9430000	0.04893722222	inopinata
II	9440000	0.0870125	inopinata
II	9450000	0.220816875	inopinata
II	9460000	-0.002783333333	inopinata
II	9480000	-0.09062777778	inopinata
II	9490000	0.09477095239	inopinata
II	9500000	0.2196785179	inopinata
II	9510000	0.2310268056	inopinata
II	9530000	-0.04234166665	inopinata
II	9540000	0.05032344762	inopinata
II	9550000	0.079035	inopinata
II	9560000	-0.0876386	inopinata
II	9570000	0.020276	inopinata
II	9590000	0.1705502778	inopinata
II	9600000	0.02953853703	inopinata
II	9610000	0.21896585	inopinata
II	9620000	0.294795	inopinata
II	9630000	-0.08417	inopinata
II	9640000	-0.049818125	inopinata
II	9650000	-0.007906333333	inopinata
II	9660000	0.070505	inopinata
II	9670000	-0.07305250001	inopinata
II	9680000	0.1874302778	inopinata
II	9690000	0.02848416667	inopinata
II	9700000	0.09368984127	inopinata
II	9710000	0.03033851851	inopinata
II	9720000	-0.2543728333	inopinata
II	9730000	0.0143	inopinata
II	9740000	-0.02632	inopinata
II	9750000	0.0139975	inopinata
II	9760000	0.2648058333	inopinata
II	9770000	-0.2382655	inopinata
II	9780000	0.09073562879	inopinata
II	9790000	0.0005406446923	inopinata
II	9800000	0.001570833333	inopinata
II	9820000	-0.07605667593	inopinata
II	9830000	-0.1729639524	inopinata
II	9840000	0.1766066667	inopinata
II	9850000	0.02981	inopinata
II	9860000	0.067845	inopinata
II	9870000	0.1980627778	inopinata
II	9880000	-0.05194333333	inopinata
II	9890000	-0.054165	inopinata
II	9900000	0.1661066667	inopinata
II	9910000	0.0150999	inopinata
II	9930000	-0.18101825	inopinata
II	9970000	-0.1016533333	inopinata
II	9980000	-0.625	inopinata
II	9990000	-0.1072537698	inopinata
II	10000000	-0.085255625	inopinata
II	10010000	-0.1123836381	inopinata
II	10020000	-0.1948844333	inopinata
II	10030000	-0.053595	inopinata
II	10040000	-0.1201176852	inopinata
II	10060000	0.18428	inopinata
II	10080000	-0.07539447917	inopinata
II	10090000	0.06768416667	inopinata
II	10100000	-0.2410610417	inopinata
II	10120000	-0.08333	inopinata
II	10140000	0.151545	inopinata
II	10150000	-0.01504482143	inopinata
II	10160000	0.5250705556	inopinata
II	10170000	-0.09795348485	inopinata
II	10180000	-0.06869	inopinata
II	10190000	-0.02692218889	inopinata
II	10210000	0.78034	inopinata
II	10220000	0.280133	inopinata
II	10230000	0.08828625	inopinata
II	10240000	-0.0773510926	inopinata
II	10250000	0.1315666667	inopinata
II	10290000	0.126582	inopinata
II	10300000	-0.04973722222	inopinata
II	10310000	0.0161125	inopinata
II	10320000	0.1128671569	inopinata
II	10330000	-0.05702833333	inopinata
II	10350000	0.1584262	inopinata
II	10360000	0.3508310964	inopinata
II	10380000	-0.004255324074	inopinata
II	10390000	-0.07085165609	inopinata
II	10410000	0.58065	inopinata
II	10420000	-0.0106725	inopinata
II	10430000	-0.06381	inopinata
II	10440000	0.056504	inopinata
II	10460000	0.4763727273	inopinata
II	10480000	0.24216	inopinata
II	10490000	0.08429055557	inopinata
II	10500000	0.08909108333	inopinata
II	10510000	0.08831533334	inopinata
II	10520000	0.08691095237	inopinata
II	10530000	0.1573658968	inopinata
II	10540000	0.2347273158	inopinata
II	10550000	0.07735874445	inopinata
II	10560000	0.29074625	inopinata
II	10570000	-0.040185	inopinata
II	10580000	0.1132794444	inopinata
II	10590000	0.292745	inopinata
II	10600000	0.1151811765	inopinata
II	10610000	0.1687487333	inopinata
II	10630000	-0.05465714286	inopinata
II	10640000	-0.040185	inopinata
II	10660000	-0.1206306071	inopinata
II	10670000	0.1376720833	inopinata
II	10680000	0.1194134444	inopinata
II	10690000	0.2521375	inopinata
II	10700000	0.06603	inopinata
II	10710000	0.1858310349	inopinata
II	10720000	0.1100071154	inopinata
II	10730000	0.1014819444	inopinata
II	10740000	0.3707710516	inopinata
II	10750000	0.5208183333	inopinata
II	10760000	0.3114752846	inopinata
II	10770000	0.2614086667	inopinata
II	10780000	0.1410544982	inopinata
II	10790000	0.04225246259	inopinata
II	10800000	0.05067843155	inopinata
II	10820000	0.1596644444	inopinata
II	10830000	0.01306648148	inopinata
II	10840000	0.06859	inopinata
II	10850000	0.06183771429	inopinata
II	10860000	0.07668321429	inopinata
II	10870000	0.2833837267	inopinata
II	10880000	0.1330343939	inopinata
II	10890000	0.1782221875	inopinata
II	10900000	0.107700875	inopinata
II	10910000	0.3558205556	inopinata
II	10920000	-0.11429	inopinata
II	10930000	0.3623845238	inopinata
II	10940000	0.6749245833	inopinata
II	10950000	0.0655373619	inopinata
II	10960000	0.02796642857	inopinata
II	10980000	-0.02298778175	inopinata
II	10990000	-0.08684699999	inopinata
II	11000000	0.09297917816	inopinata
II	11030000	0.5061705	inopinata
II	11040000	0.18012	inopinata
II	11050000	0.06924303355	inopinata
II	11060000	0.02049760074	inopinata
II	11080000	0.02133555272	inopinata
II	11090000	0.2416176	inopinata
II	11120000	-0.1413573809	inopinata
II	11130000	0.1262466667	inopinata
II	11140000	0.1829779444	inopinata
II	11150000	0.13337	inopinata
II	11160000	0.1780425	inopinata
II	11170000	0.08354430556	inopinata
II	11180000	0.09881704054	inopinata
II	11190000	0.1092969582	inopinata
II	11200000	0.2835121739	inopinata
II	11250000	-0.4736383333	inopinata
II	11300000	-0.3181986856	inopinata
II	11310000	-0.378022971	inopinata
II	11340000	-0.131413	inopinata
II	11360000	-0.02566	inopinata
II	11370000	0.05894	inopinata
II	11380000	-0.08620533333	inopinata
II	11390000	0.472975	inopinata
II	11400000	-0.3	inopinata
II	11410000	0.01642757575	inopinata
II	11420000	-0.05892666667	inopinata
II	11430000	-0.09013214286	inopinata
II	11450000	0.02543201923	inopinata
II	11460000	-0.05866571429	inopinata
II	11490000	0.03007333333	inopinata
II	11500000	0.1760817321	inopinata
II	11510000	0.2737548864	inopinata
II	11520000	0.15467575	inopinata
II	11530000	0.098102	inopinata
II	11550000	0.0725275	inopinata
II	11580000	-0.02381	inopinata
II	11590000	0.1988713889	inopinata
II	11600000	0.1317275	inopinata
II	11610000	0.05132983333	inopinata
II	11620000	0.83117	inopinata
II	11630000	0.08507666667	inopinata
II	11640000	-0.04151393939	inopinata
II	11650000	0.14838	inopinata
II	11660000	0.1031396061	inopinata
II	11670000	0.1367847321	inopinata
II	11680000	0.04760055556	inopinata
II	11690000	0.07063	inopinata
II	11700000	-0.1048483333	inopinata
II	11710000	0.003565	inopinata
II	11720000	0.1136216667	inopinata
II	11730000	0.1476375	inopinata
II	11750000	0.3637631667	inopinata
II	11760000	0.1143516056	inopinata
II	11770000	0.145185	inopinata
II	11780000	0.2594085938	inopinata
II	11790000	0.08779666667	inopinata
II	11800000	0.1906420833	inopinata
II	11810000	0.05142633333	inopinata
II	11820000	0.1743825	inopinata
II	11830000	0.09318586111	inopinata
II	11840000	0.2056963267	inopinata
II	11850000	0.3089366667	inopinata
II	11860000	0.06185095238	inopinata
II	11870000	0.006383333335	inopinata
II	11880000	-0.01119285714	inopinata
II	11900000	0.1285594242	inopinata
II	11910000	0.4166006667	inopinata
II	11940000	0.49004	inopinata
II	11950000	0.1707147619	inopinata
II	11970000	-0.2276613333	inopinata
II	11980000	-0.04609527778	inopinata
II	11990000	-0.05405	inopinata
II	12000000	0.4659048161	inopinata
II	12010000	0.2157821212	inopinata
II	12020000	0.1681129167	inopinata
II	12030000	0.07897501282	inopinata
II	12040000	0.2190565555	inopinata
II	12050000	0.2114404167	inopinata
II	12060000	0.01642652778	inopinata
II	12070000	0.1830352646	inopinata
II	12080000	0.1432225	inopinata
II	12090000	-0.054165	inopinata
II	12100000	0.1383460784	inopinata
II	12110000	-0.02533433333	inopinata
II	12120000	0.022825	inopinata
II	12130000	0.146715	inopinata
II	12140000	0.1819392308	inopinata
II	12150000	0.1303972222	inopinata
II	12160000	0.2149147222	inopinata
II	12170000	0.83117	inopinata
II	12180000	0.1579304425	inopinata
II	12190000	0.2530542941	inopinata
II	12200000	0.09176566667	inopinata
II	12210000	0.1602130833	inopinata
II	12220000	0.05980023809	inopinata
II	12230000	-0.01551997619	inopinata
II	12240000	0.6057665079	inopinata
II	12250000	0.2503016667	inopinata
II	12260000	0.32309	inopinata
II	12270000	0.1135122222	inopinata
II	12280000	-0.05949510204	inopinata
II	12300000	-0.308465625	inopinata
II	12330000	-0.11976	inopinata
II	12340000	-0.0685225	inopinata
II	12350000	-0.025	inopinata
II	12390000	0.1324816667	inopinata
II	12400000	-0.2690251852	inopinata
II	12420000	0.1438490909	inopinata
II	12430000	0.1806265909	inopinata
II	12440000	-0.1364	inopinata
II	12460000	0.1300252381	inopinata
II	12470000	0.07414104167	inopinata
II	12490000	0.2386279444	inopinata
II	12530000	0.1974883333	inopinata
II	12540000	0.1567638542	inopinata
II	12550000	-0.19944	inopinata
II	12560000	0.03327688597	inopinata
II	12570000	0.201588	inopinata
II	12580000	0.054415	inopinata
II	12590000	0.1083612202	inopinata
II	12600000	-0.001153153274	inopinata
II	12610000	-0.170695	inopinata
II	12620000	0.2683808333	inopinata
II	12630000	0.2368730847	inopinata
II	12640000	0.07472153333	inopinata
II	12650000	0.1126789747	inopinata
II	12660000	0.03605604166	inopinata
II	12670000	-0.07089	inopinata
II	12690000	-0.07723095238	inopinata
II	12700000	0.1847150515	inopinata
II	12710000	-0.05094861112	inopinata
II	12720000	0.2184245972	inopinata
II	12730000	-0.025	inopinata
II	12740000	0.02735324073	inopinata
II	12750000	-0.1168625	inopinata
II	12780000	0.2281892949	inopinata
II	12790000	-0.08021713492	inopinata
II	12800000	-0.0096725	inopinata
II	12810000	0.12091725	inopinata
II	12830000	-0.06627583333	inopinata
II	12840000	0.130338	inopinata
II	12860000	0.06947916667	inopinata
II	12870000	0.1472732627	inopinata
II	12880000	0.3210495	inopinata
II	12890000	0.2070217464	inopinata
II	12900000	0.2953963667	inopinata
II	12910000	0.1142451759	inopinata
II	12920000	0.1653633333	inopinata
II	12930000	0.2758730674	inopinata
II	12960000	0.2857728571	inopinata
II	12970000	0.2462226667	inopinata
II	12990000	0.0520075	inopinata
II	13000000	0.1258262121	inopinata
II	13010000	0.06146229166	inopinata
II	13020000	0.3457733333	inopinata
II	13030000	0.08949166666	inopinata
II	13040000	-0.02116928571	inopinata
II	13050000	-0.08507444444	inopinata
II	13060000	0.590565	inopinata
II	13070000	-0.054825	inopinata
II	13090000	0.1100899667	inopinata
II	13100000	-0.150419375	inopinata
II	13120000	0.04138916667	inopinata
II	13130000	0.1257678571	inopinata
II	13140000	0.396432	inopinata
II	13160000	0.1806114286	inopinata
II	13180000	0.05149685185	inopinata
II	13190000	0.27498	inopinata
II	13210000	-0.02440375	inopinata
II	13230000	0.1080296875	inopinata
II	13240000	0.1689792444	inopinata
II	13260000	0.1506184375	inopinata
II	13270000	0.08239904166	inopinata
II	13280000	0.3049908333	inopinata
II	13290000	0.101058	inopinata
II	13300000	0.1433914286	inopinata
II	13310000	-0.02632	inopinata
II	13330000	-0.00787940476	inopinata
II	13370000	-0.2113140476	inopinata
II	13390000	-0.082555	inopinata
II	13400000	-0.07953958333	inopinata
II	13410000	0.09095191568	inopinata
II	13420000	0.3120673598	inopinata
II	13430000	0.17202	inopinata
II	13440000	-0.01768166667	inopinata
II	13450000	0.1829012963	inopinata
II	13460000	0.02317896528	inopinata
II	13470000	-0.04606077778	inopinata
II	13480000	0.03832111112	inopinata
II	13490000	0.2307244615	inopinata
II	13500000	0.2761633333	inopinata
II	13510000	0.136050266	inopinata
II	13530000	-0.06523303571	inopinata
II	13550000	0.036605	inopinata
II	13560000	0.16983	inopinata
II	13590000	0.1092577976	inopinata
II	13620000	-0.06102666667	inopinata
II	13630000	0.1419380952	inopinata
II	13640000	0.4057675	inopinata
II	13650000	-0.02936666667	inopinata
II	13660000	0.107244	inopinata
II	13670000	0.05501311111	inopinata
II	13680000	-0.25806	inopinata
II	13690000	-0.2707419444	inopinata
II	13710000	0.1279	inopinata
II	13720000	0.01847251111	inopinata
II	13740000	-0.0593205	inopinata
II	13760000	-0.2720715555	inopinata
II	13780000	0.046047	inopinata
II	13820000	0.2110830556	inopinata
II	13830000	-0.05561125	inopinata
II	13840000	0.3178785417	inopinata
II	13850000	0.1534025556	inopinata
II	13860000	-0.0255659375	inopinata
II	13870000	-0.008292948715	inopinata
II	13880000	0.2011266111	inopinata
II	13890000	0.23529	inopinata
II	13900000	0.1837335417	inopinata
II	13910000	0.1243660417	inopinata
II	13920000	0.297003875	inopinata
II	13950000	0.019278125	inopinata
II	13960000	-0.07113358333	inopinata
II	13970000	0.1253671212	inopinata
II	13980000	0.1798765625	inopinata
II	13990000	0.43154	inopinata
II	14020000	0.44783	inopinata
II	14030000	0.0605	inopinata
II	14050000	0.09463078205	inopinata
II	14060000	0.2899275	inopinata
II	14090000	0.2384971429	inopinata
II	14100000	0.1135302381	inopinata
II	14110000	0.2191955	inopinata
II	14120000	0.08230424242	inopinata
II	14130000	0.06687	inopinata
II	14140000	0.3030863333	inopinata
II	14150000	0.06277454365	inopinata
II	14160000	-0.02336574074	inopinata
II	14170000	-0.04852416666	inopinata
II	14180000	0.1103915625	inopinata
II	14190000	0.2844864394	inopinata
II	14200000	0.03526057576	inopinata
II	14220000	0.4815066667	inopinata
II	14230000	0.2621749833	inopinata
II	14240000	0.1831285	inopinata
II	14250000	0.2305841667	inopinata
II	14260000	0.1020509524	inopinata
II	14270000	0.2082732407	inopinata
II	14280000	0.07726590909	inopinata
II	14290000	0.1185158929	inopinata
II	14310000	0.231301875	inopinata
II	14320000	0.1419626944	inopinata
II	14330000	0.188226	inopinata
II	14340000	-0.08008314286	inopinata
II	14350000	0.1392020833	inopinata
II	14360000	0.05712830952	inopinata
II	14370000	-0.1507696429	inopinata
II	14380000	0.2310766667	inopinata
II	14390000	0.1062401823	inopinata
II	14400000	0.0417125	inopinata
II	14410000	0.1472143194	inopinata
II	14420000	0.1490674603	inopinata
II	14430000	0.09232940764	inopinata
II	14440000	0.1990741667	inopinata
II	14450000	0.42366	inopinata
II	14470000	0.2042066667	inopinata
II	14480000	0.2680827083	inopinata
II	14490000	0.3019479167	inopinata
II	14510000	0.02744875	inopinata
II	14520000	0.3004705252	inopinata
II	14530000	0.178328	inopinata
II	14540000	0.06316731151	inopinata
II	14550000	0.1060066958	inopinata
II	14560000	0.1119820833	inopinata
II	14600000	0.02244461538	inopinata
II	14610000	0.2609816667	inopinata
II	14620000	0.1877922619	inopinata
II	14630000	-0.002445076923	inopinata
II	14640000	-0.04257148149	inopinata
II	14650000	0.061618	inopinata
II	14660000	0.1092032937	inopinata
II	14670000	0.4462468333	inopinata
II	14680000	0.39063	inopinata
II	14690000	0.1388628218	inopinata
II	14700000	0.1012101667	inopinata
II	14710000	0.106163125	inopinata
II	14720000	0.05464583333	inopinata
II	14730000	0.2794272222	inopinata
II	14740000	0.228162549	inopinata
II	14750000	-0.0431715	inopinata
II	14760000	-0.0381725	inopinata
II	14770000	0.1358380449	inopinata
II	14790000	0.1050382051	inopinata
II	14800000	-0.005846666667	inopinata
II	14810000	0.09485221315	inopinata
II	14830000	0.2110428646	inopinata
II	14840000	0.03832611111	inopinata
II	14850000	0.1183113333	inopinata
II	14860000	0.08674647059	inopinata
II	14870000	-0.05808615385	inopinata
II	14880000	0.2488702963	inopinata
II	14890000	0.34659375	inopinata
II	14900000	0.1483720833	inopinata
II	14910000	0.1676389167	inopinata
II	14920000	0.08091934937	inopinata
II	14930000	0.2639816667	inopinata
II	14940000	0.1051093992	inopinata
II	14950000	0.2532725833	inopinata
II	14960000	0.4623166666	inopinata
II	14970000	0.103683	inopinata
II	14980000	0.1276566667	inopinata
II	14990000	0.1049762889	inopinata
II	15000000	0.04788933333	inopinata
II	15010000	0.1610317418	inopinata
II	15020000	-0.01086238095	inopinata
II	15030000	0.2402256364	inopinata
II	15040000	0.08581115766	inopinata
II	15050000	0.1486855417	inopinata
II	15060000	0.05159958333	inopinata
II	15070000	0.08181169047	inopinata
II	15090000	0.4956489583	inopinata
II	15100000	0.2223237121	inopinata
II	15110000	0.4648475	inopinata
II	15120000	0.06757659091	inopinata
II	15130000	0.2541713222	inopinata
II	15140000	0.1339240714	inopinata
II	15150000	0.1502775926	inopinata
II	15160000	0.08213333333	inopinata
II	15170000	0.1341622361	inopinata
II	15180000	0.2274296345	inopinata
II	15190000	-0.08562730953	inopinata
II	15200000	0.1273421875	inopinata
II	15210000	0.2394260714	inopinata
II	15220000	0.09898669271	inopinata
II	15230000	0.06233198052	inopinata
II	15240000	0.05853445238	inopinata
II	15250000	-0.16786875	inopinata
II	15260000	-0.1918872222	inopinata
II	15270000	-0.08981416667	inopinata
II	15280000	0.04601465909	inopinata
II	15290000	0.1511811404	inopinata
II	15300000	-0.06656666667	inopinata
II	15310000	0.2380625	inopinata
II	15330000	0.145000875	inopinata
II	15340000	0.03817666667	inopinata
II	15350000	0.1935021429	inopinata
II	15360000	-0.01523413333	inopinata
II	15380000	0.00321375	inopinata
II	15390000	0.3061116667	inopinata
II	15400000	0.0154766667	inopinata
II	15420000	0.57143	inopinata
II	15430000	0.1543458333	inopinata
II	15440000	0.1007377778	inopinata
II	15460000	0.1318548214	inopinata
II	15470000	0.1193727778	inopinata
II	15490000	-0.0617575	inopinata
II	15500000	0.108256	inopinata
II	15510000	0.05987992425	inopinata
II	15520000	0.05968306667	inopinata
II	15530000	0.1275262941	inopinata
II	15540000	0.06117688636	inopinata
II	15560000	-0.05128	inopinata
II	15570000	0.02107153846	inopinata
II	15580000	0.093665	inopinata
II	15600000	0.1791072222	inopinata
II	15610000	0.3516963333	inopinata
II	15620000	0.230476	inopinata
II	15630000	0.255530316	inopinata
II	15640000	0.07540229167	inopinata
II	15650000	0.09237666667	inopinata
II	15660000	0.151714	inopinata
II	15670000	0.2885052	inopinata
II	15700000	-0.0694975	inopinata
II	15720000	0.193514127	inopinata
II	15730000	0.3230338095	inopinata
II	15750000	0.6044775	inopinata
II	15760000	0.40816	inopinata
II	15780000	-0.05612695773	inopinata
II	15790000	0.03048999999	inopinata
II	15800000	0.1799716667	inopinata
II	15810000	-0.02460333333	inopinata
II	15820000	0.02495866667	inopinata
II	15830000	0.18800375	inopinata
II	15840000	0.245818875	inopinata
II	15850000	0.1794542963	inopinata
II	15860000	0.02627166667	inopinata
II	15870000	0.4615184444	inopinata
II	15890000	0.106822	inopinata
II	15900000	-0.052415	inopinata
II	15920000	0.6080025	inopinata
II	15930000	0.1043025	inopinata
II	15950000	0.048215	inopinata
II	15970000	0.1584716667	inopinata
II	15980000	0.09364222223	inopinata
II	15990000	0.1353956667	inopinata
II	16000000	0.1079628968	inopinata
II	16010000	0.1906638333	inopinata
II	16020000	0.2909432143	inopinata
II	16040000	0.23529	inopinata
II	16060000	0.289578125	inopinata
II	16070000	0.006636090229	inopinata
II	16090000	0.2597526667	inopinata
II	16110000	0.21249	inopinata
II	16130000	0.14604	inopinata
II	16150000	0.307085	inopinata
II	16160000	0.36749375	inopinata
II	16170000	0.2526564242	inopinata
II	16180000	0.1383858333	inopinata
II	16190000	0.6115925	inopinata
II	16210000	0.1804247222	inopinata
II	16220000	0.04911714286	inopinata
II	16240000	0.2510275	inopinata
II	16250000	0.143485	inopinata
II	16260000	-0.02632	inopinata
II	16270000	0.3382805555	inopinata
II	16280000	0.366003	inopinata
II	16290000	0.003969528571	inopinata
II	16310000	-0.04095721428	inopinata
II	16340000	0.3211355357	inopinata
II	16350000	0.183725	inopinata
II	16360000	0.2094714167	inopinata
II	16370000	0.133445	inopinata
II	16380000	-0.0433525	inopinata
II	16390000	0.3398216667	inopinata
II	16400000	0.09105214286	inopinata
II	16410000	0.1760513333	inopinata
II	16420000	0.00509741667	inopinata
II	16430000	0.2678542857	inopinata
II	16470000	0.05633140351	inopinata
II	16480000	0.031758	inopinata
II	16500000	0.2739639902	inopinata
II	16510000	-0.21994	inopinata
II	16520000	0.2124901389	inopinata
II	16530000	-0.13889	inopinata
II	16550000	-0.03026	inopinata
II	16560000	0.109101037	inopinata
II	16570000	0.3650782705	inopinata
II	16580000	0.02013	inopinata
II	16590000	0.0774375	inopinata
II	16600000	-0.08656833333	inopinata
II	16610000	0.09279266666	inopinata
II	16620000	0.06264625	inopinata
II	16640000	0.1507032812	inopinata
II	16650000	0.280293037	inopinata
II	16690000	0.2167044643	inopinata
II	16700000	0.1639741667	inopinata
II	16710000	0.1598833333	inopinata
II	16720000	0.1412799	inopinata
II	16730000	0.1323606126	inopinata
II	16740000	0.1323808875	inopinata
II	16750000	0.1131770455	inopinata
II	16760000	0.3157542917	inopinata
II	16780000	0.08046647059	inopinata
II	16790000	0.387935	inopinata
II	16800000	0.5179954583	inopinata
II	16810000	0.2112515714	inopinata
II	16820000	0.2891847886	inopinata
II	16830000	0.2603416865	inopinata
II	16840000	0.12720675	inopinata
II	16850000	0.2075157143	inopinata
II	16880000	-0.1409838889	inopinata
II	16890000	0.2240804167	inopinata
II	16900000	0.1466510606	inopinata
II	16910000	-0.04521333334	inopinata
II	16920000	0.2417014394	inopinata
II	16930000	0.1583970313	inopinata
II	16950000	0.44444	inopinata
II	16980000	0.3979826458	inopinata
II	16990000	0.2427131	inopinata
II	17000000	0.19098475	inopinata
II	17010000	0.02297	inopinata
II	17020000	0.120747	inopinata
II	17040000	0.1592375	inopinata
II	17050000	-0.08623772728	inopinata
II	17060000	0.04642266666	inopinata
II	17070000	0.2082183872	inopinata
II	17080000	-0.07895	inopinata
II	17120000	-0.1761815	inopinata
II	17170000	0.1946945238	inopinata
II	17180000	0.1750757037	inopinata
II	17190000	0.0440892449	inopinata
II	17200000	0.1054133333	inopinata
II	17230000	-0.06670809523	inopinata
II	17240000	0.05438857143	inopinata
II	17260000	-0.04999145833	inopinata
II	17270000	0.05074072917	inopinata
II	17280000	0.2122558246	inopinata
II	17290000	0.2059566095	inopinata
II	17300000	-0.03094166666	inopinata
II	17320000	0.1628326061	inopinata
II	17330000	0.1479605758	inopinata
II	17340000	0.002933405797	inopinata
II	17350000	0.07010927778	inopinata
II	17360000	0.3687759722	inopinata
II	17400000	0.02993506945	inopinata
II	17410000	-0.09299	inopinata
II	17420000	-0.03836741667	inopinata
II	17430000	0.1490086167	inopinata
II	17440000	0.1065557463	inopinata
II	17450000	0.006	inopinata
II	17460000	-0.05508193877	inopinata
II	17510000	0.362755	inopinata
II	17540000	0.02151	inopinata
II	17550000	0.03786068452	inopinata
II	17560000	-0.02549513492	inopinata
II	17580000	0.4360019722	inopinata
II	17590000	-0.1473549286	inopinata
II	17610000	0.1379122667	inopinata
II	17620000	0.03802166667	inopinata
II	17630000	0.1329602778	inopinata
II	17650000	0.05425940907	inopinata
II	17660000	0.01957720198	inopinata
II	17670000	0.06490177778	inopinata
II	17680000	0.1448730556	inopinata
II	17690000	0.502161875	inopinata
II	17700000	0.208135625	inopinata
