chr,start,end,mid,sites,pi_all,codon_position
V,8020001,8030000,8024943,318,0.0,1
V,8030001,8040000,8033726,464,0.0,1
V,8070001,8080000,8072314,210,0.0,1
V,8090001,8100000,8093938,433,0.0006,1
V,8100001,8110000,8103364,221,0.0007,1
V,8110001,8120000,8113917,609,0.0003,1
V,8180001,8190000,8184717,484,0.0002,1
V,8190001,8200000,8194504,445,0.0,1
V,8200001,8210000,8206172,324,0.0,1
V,8220001,8230000,8224067,307,0.0,1
V,8230001,8240000,8235540,370,0.0,1
V,8240001,8250000,8245123,191,0.0,1
V,8270001,8280000,8276002,472,0.0002,1
V,8290001,8300000,8294841,227,0.0007,1
V,8300001,8310000,8303529,572,0.0,1
V,8350001,8360000,8357970,212,0.0,1
V,8370001,8380000,8377061,180,0.0005,1
V,8380001,8390000,8387830,216,0.0,1
V,8390001,8400000,8393531,302,0.0,1
V,8410001,8420000,8413592,539,0.0002,1
V,8420001,8430000,8422370,210,0.0008,1
V,8460001,8470000,8464952,611,0.0,1
V,8510001,8520000,8516377,600,0.0,1
V,8530001,8540000,8535199,428,0.0002,1
V,8560001,8570000,8566363,464,0.0002,1
V,8570001,8580000,8573710,651,0.0004,1
V,8580001,8590000,8582543,315,0.0,1
V,8590001,8600000,8596049,219,0.0,1
V,8600001,8610000,8603233,200,0.0004,1
V,8630001,8640000,8635567,549,0.0003,1
V,8670001,8680000,8671831,184,0.0005,1
V,8680001,8690000,8685523,238,0.0,1
V,8700001,8710000,8701691,988,0.004,1
V,8710001,8720000,8717648,224,0.0004,1
V,8720001,8730000,8726710,515,0.0,1
V,8730001,8740000,8734113,506,0.0003,1
V,8750001,8760000,8756043,299,0.0007,1
V,8770001,8780000,8775792,397,0.0004,1
V,8790001,8800000,8792573,263,0.0,1
V,8800001,8810000,8807798,279,0.0003,1
V,8900001,8910000,8904235,478,0.0008,1
V,8920001,8930000,8924573,203,0.0,1
V,8950001,8960000,8959588,206,0.0004,1
V,8960001,8970000,8961417,387,0.0022,1
V,8970001,8980000,8976911,268,0.0039,1
V,8990001,9000000,8993891,193,0.0008,1
V,9000001,9010000,9004961,237,0.0,1
V,9010001,9020000,9018847,219,0.0,1
V,9030001,9040000,9035243,612,0.0004,1
V,9040001,9050000,9044244,487,0.0003,1
V,9070001,9080000,9072109,325,0.0,1
V,9090001,9100000,9095663,415,0.001,1
V,9110001,9120000,9116391,626,0.0003,1
V,9120001,9130000,9125478,198,0.0004,1
V,9130001,9140000,9138211,259,0.0,1
V,9160001,9170000,9168279,179,0.0,1
V,9170001,9180000,9176128,772,0.0002,1
V,9210001,9220000,9213857,542,0.0,1
V,9240001,9250000,9244477,417,0.0004,1
V,9250001,9260000,9254688,479,0.0002,1
V,9260001,9270000,9263655,167,0.0,1
V,9300001,9310000,9308317,242,0.0,1
V,9320001,9330000,9325148,454,0.0002,1
V,9330001,9340000,9334528,622,0.0004,1
V,9340001,9350000,9347080,341,0.0005,1
V,9350001,9360000,9353750,390,0.0002,1
V,9370001,9380000,9373224,359,0.001,1
V,9390001,9400000,9399111,293,0.0005,1
V,9400001,9410000,9402736,280,0.0,1
V,9440001,9450000,9448050,345,0.0008,1
V,9450001,9460000,9457747,187,0.0,1
V,9490001,9500000,9498361,315,0.0,1
V,9500001,9510000,9505366,177,0.0,1
V,9530001,9540000,9534393,899,0.0004,1
V,9540001,9550000,9543676,586,0.0005,1
V,9560001,9570000,9567076,195,0.0,1
V,9580001,9590000,9583058,192,0.0004,1
V,9610001,9620000,9613166,205,0.0,1
V,9630001,9640000,9636791,306,0.0,1
V,9640001,9650000,9643771,982,0.0004,1
V,9650001,9660000,9658012,165,0.0005,1
V,9660001,9670000,9665811,198,0.0,1
V,9680001,9690000,9682532,298,0.0003,1
V,9720001,9730000,9725177,625,0.0001,1
V,9740001,9750000,9742954,287,0.0,1
V,9770001,9780000,9777669,292,0.0,1
V,9780001,9790000,9784544,673,0.0001,1
V,9790001,9800000,9795235,235,0.0007,1
V,9800001,9810000,9804989,370,0.0,1
V,9810001,9820000,9813996,172,0.0,1
V,9830001,9840000,9834742,323,0.0005,1
V,9850001,9860000,9852598,198,0.0,1
V,9880001,9890000,9883535,168,0.0,1
V,9920001,9930000,9928610,203,0.0,1
V,9950001,9960000,9957109,385,0.0,1
V,9980001,9990000,9984004,682,0.0001,1
V,9990001,10000000,9992177,179,0.0,1
V,10020001,10030000,10024612,208,0.0014,1
V,10070001,10080000,10076622,451,0.0,1
V,10080001,10090000,10089491,236,0.0007,1
V,10090001,10100000,10098039,222,0.0,1
V,10110001,10120000,10115856,294,0.0,1
V,10120001,10130000,10125901,364,0.0002,1
V,10130001,10140000,10132156,456,0.0,1
V,10180001,10190000,10183110,330,0.0,1
V,10200001,10210000,10205515,357,0.0004,1
V,10210001,10220000,10215085,235,0.0003,1
V,10220001,10230000,10224463,383,0.0009,1
V,10230001,10240000,10236314,244,0.002,1
V,10250001,10260000,10254407,629,0.0003,1
V,10280001,10290000,10283587,172,0.0,1
V,10290001,10300000,10292804,383,0.0013,1
V,10300001,10310000,10304035,277,0.0,1
V,10310001,10320000,10318019,322,0.0,1
V,10320001,10330000,10323749,306,0.0003,1
V,10340001,10350000,10342369,205,0.0,1
V,10350001,10360000,10355077,538,0.0,1
V,10360001,10370000,10364940,631,0.0003,1
V,10370001,10380000,10372914,326,0.0002,1
V,10390001,10400000,10395514,501,0.0,1
V,10400001,10410000,10403794,376,0.0,1
V,10410001,10420000,10416382,442,0.001,1
V,10430001,10440000,10436943,177,0.0005,1
V,10440001,10450000,10443112,385,0.0,1
V,10450001,10460000,10456339,358,0.0011,1
V,10480001,10490000,10484248,258,0.0,1
V,10490001,10500000,10494239,276,0.0,1
V,10500001,10510000,10503610,356,0.0,1
V,10520001,10530000,10525768,415,0.0,1
V,10530001,10540000,10533034,256,0.0031,1
V,10560001,10570000,10567136,396,0.0002,1
V,10570001,10580000,10575090,335,0.0,1
V,10580001,10590000,10583594,189,0.0,1
V,10590001,10600000,10595856,265,0.0,1
V,10610001,10620000,10614634,244,0.0,1
V,10660001,10670000,10667237,290,0.0,1
V,10710001,10720000,10713757,216,0.0,1
V,10740001,10750000,10746833,203,0.0,1
V,10760001,10770000,10766755,332,0.0002,1
V,10770001,10780000,10771274,183,0.0,1
V,10780001,10790000,10787252,238,0.001,1
V,10790001,10800000,10797521,258,0.0,1
V,10800001,10810000,10803617,337,0.0008,1
V,10810001,10820000,10814611,184,0.0009,1
V,10830001,10840000,10831630,219,0.0,1
V,10840001,10850000,10846358,191,0.0009,1
V,10850001,10860000,10853268,344,0.0,1
V,10890001,10900000,10895036,257,0.0,1
V,10900001,10910000,10905600,307,0.0,1
V,10930001,10940000,10935338,380,0.0004,1
V,10940001,10950000,10943044,251,0.0006,1
V,10950001,10960000,10953893,370,0.0008,1
V,10960001,10970000,10964272,669,0.0005,1
V,10970001,10980000,10975626,256,0.0,1
V,10990001,11000000,10995778,259,0.0,1
V,11000001,11010000,11001304,198,0.0,1
V,11040001,11050000,11044786,707,0.0001,1
V,11110001,11120000,11116440,269,0.0,1
V,11120001,11130000,11125167,518,0.0002,1
V,11140001,11150000,11144033,184,0.0,1
V,11150001,11160000,11153317,393,0.0,1
V,11190001,11200000,11194216,274,0.0,1
V,11210001,11220000,11217937,195,0.0,1
V,11220001,11230000,11224049,302,0.0,1
V,11230001,11240000,11237555,210,0.0007,1
V,11240001,11250000,11244260,520,0.0005,1
V,11260001,11270000,11263387,281,0.0003,1
V,11270001,11280000,11276388,224,0.0,1
V,11300001,11310000,11304511,554,0.0,1
V,11310001,11320000,11317210,395,0.0,1
V,11320001,11330000,11324301,169,0.0,1
V,11340001,11350000,11348106,200,0.0,1
V,11380001,11390000,11388590,259,0.0,1
V,11390001,11400000,11398215,235,0.0,1
V,11400001,11410000,11405327,289,0.001,1
V,11410001,11420000,11413842,317,0.0,1
V,11440001,11450000,11443240,398,0.0,1
V,11460001,11470000,11464464,342,0.0,1
V,11470001,11480000,11472625,409,0.0002,1
V,11480001,11490000,11486632,219,0.0013,1
V,11490001,11500000,11493224,346,0.0013,1
V,11510001,11520000,11513404,433,0.0034,1
V,11520001,11530000,11522135,477,0.0002,1
V,11540001,11550000,11545295,216,0.0015,1
V,11550001,11560000,11555912,410,0.0002,1
V,11560001,11570000,11568318,414,0.0004,1
V,11600001,11610000,11604462,318,0.0,1
V,11610001,11620000,11612652,325,0.0,1
V,11630001,11640000,11633502,352,0.0,1
V,11690001,11700000,11691877,185,0.0004,1
V,11710001,11720000,11715828,326,0.0005,1
V,11720001,11730000,11726609,434,0.0,1
V,11730001,11740000,11734058,447,0.0,1
V,11740001,11750000,11746319,1077,0.0007,1
V,11750001,11760000,11753084,383,0.0,1
V,11760001,11770000,11765751,572,0.0,1
V,11770001,11780000,11773161,234,0.0,1
V,11780001,11790000,11785822,255,0.0,1
V,11800001,11810000,11803031,188,0.0,1
V,11820001,11830000,11824504,952,0.0002,1
V,11830001,11840000,11834085,427,0.0,1
V,11840001,11850000,11844420,563,0.0,1
V,11870001,11880000,11877622,349,0.0,1
V,11880001,11890000,11886289,371,0.0,1
V,11890001,11900000,11891813,352,0.0002,1
V,11900001,11910000,11907133,282,0.0,1
V,11910001,11920000,11913610,431,0.0002,1
V,11920001,11930000,11928222,307,0.0,1
V,11930001,11940000,11932468,446,0.0002,1
V,11980001,11990000,11982931,274,0.0,1
V,12000001,12010000,12002344,248,0.0,1
V,12010001,12020000,12015423,268,0.0,1
V,12020001,12030000,12022147,310,0.0,1
V,12040001,12050000,12044859,708,0.0001,1
V,12050001,12060000,12053677,601,0.0,1
V,12060001,12070000,12066263,379,0.0009,1
V,12070001,12080000,12076970,205,0.0,1
V,12080001,12090000,12087185,252,0.0,1
V,12090001,12100000,12093362,357,0.0,1
V,12100001,12110000,12104728,296,0.0011,1
V,12140001,12150000,12144225,272,0.0,1
V,12160001,12170000,12168596,186,0.0004,1
V,12170001,12180000,12176119,236,0.0003,1
V,12180001,12190000,12182503,518,0.0,1
V,12190001,12200000,12195958,321,0.0005,1
V,12220001,12230000,12225763,362,0.0002,1
V,12240001,12250000,12246418,607,0.0004,1
V,12250001,12260000,12255954,366,0.0007,1
V,12260001,12270000,12267481,359,0.0,1
V,12270001,12280000,12272982,652,0.0004,1
V,12280001,12290000,12285340,486,0.0002,1
V,12290001,12300000,12291669,676,0.0002,1
V,12300001,12310000,12305808,596,0.0,1
V,12360001,12370000,12368284,302,0.0017,1
V,12410001,12420000,12414648,230,0.0003,1
V,12440001,12450000,12442902,379,0.0073,1
V,12480001,12490000,12483775,273,0.0,1
V,12490001,12500000,12494605,624,0.0,1
V,12510001,12520000,12513380,331,0.0015,1
V,12520001,12530000,12524533,272,0.0003,1
V,12540001,12550000,12545342,238,0.0,1
V,12550001,12560000,12552394,162,0.0,1
V,12580001,12590000,12588739,254,0.0,1
V,12590001,12600000,12596035,401,0.0,1
V,12600001,12610000,12604259,455,0.0,1
V,12620001,12630000,12624785,475,0.0,1
V,12650001,12660000,12655447,399,0.0,1
V,12690001,12700000,12694457,401,0.0,1
V,12700001,12710000,12705522,298,0.0016,1
V,12720001,12730000,12726323,169,0.0025,1
V,12740001,12750000,12746682,314,0.0015,1
V,12750001,12760000,12751736,265,0.001,1
V,12760001,12770000,12765396,269,0.0003,1
V,12780001,12790000,12783824,518,0.0003,1
V,12790001,12800000,12794552,607,0.0,1
V,12810001,12820000,12814431,389,0.0002,1
V,12820001,12830000,12825547,441,0.0,1
V,12830001,12840000,12837565,749,0.001,1
V,12860001,12870000,12866497,434,0.0004,1
V,12890001,12900000,12893761,299,0.0,1
V,12910001,12920000,12911577,219,0.0,1
V,12920001,12930000,12923283,366,0.0,1
V,12930001,12940000,12934347,306,0.0008,1
V,12940001,12950000,12946161,274,0.0006,1
V,12950001,12960000,12956510,192,0.0008,1
V,12990001,13000000,12994577,451,0.0005,1
V,13000001,13010000,13005242,601,0.0001,1
V,13010001,13020000,13015081,204,0.0008,1
V,13020001,13030000,13027540,316,0.0,1
V,13030001,13040000,13037519,224,0.001,1
V,13040001,13050000,13045206,425,0.0,1
V,13100001,13110000,13101219,294,0.0003,1
V,13130001,13140000,13134856,344,0.0005,1
V,13140001,13150000,13144613,730,0.0002,1
V,13150001,13160000,13153451,424,0.0002,1
V,13170001,13180000,13177885,286,0.0,1
V,13190001,13200000,13196484,321,0.0005,1
V,13270001,13280000,13275976,309,0.0,1
V,13310001,13320000,13318842,230,0.0004,1
V,13330001,13340000,13338300,207,0.0024,1
V,13350001,13360000,13355726,461,0.0003,1
V,13380001,13390000,13387521,291,0.0,1
V,13420001,13430000,13422228,209,0.0,1
V,13430001,13440000,13436064,375,0.0,1
V,13440001,13450000,13445152,367,0.0009,1
V,13450001,13460000,13459128,254,0.0,1
V,13460001,13470000,13467338,231,0.0,1
V,13480001,13490000,13486139,256,0.0,1
V,13490001,13500000,13494835,431,0.001,1
V,13550001,13560000,13555727,389,0.0008,1
V,13560001,13570000,13565940,418,0.0002,1
V,13590001,13600000,13595963,446,0.0014,1
V,13600001,13610000,13605410,346,0.0005,1
V,13660001,13670000,13666458,280,0.0003,1
V,13670001,13680000,13676299,492,0.0006,1
V,13690001,13700000,13696354,516,0.0003,1
V,13700001,13710000,13707019,369,0.0008,1
V,13710001,13720000,13713447,223,0.0,1
V,13720001,13730000,13728044,254,0.0029,1
V,13730001,13740000,13736162,217,0.0004,1
V,13740001,13750000,13746119,193,0.0,1
V,13770001,13780000,13774346,560,0.0008,1
V,13790001,13800000,13796730,335,0.0019,1
V,13820001,13830000,13824147,494,0.0005,1
V,13830001,13840000,13832297,207,0.0022,1
V,13840001,13850000,13845044,189,0.0,1
V,13850001,13860000,13851077,202,0.0,1
V,13860001,13870000,13864904,197,0.0,1
V,13870001,13880000,13878072,178,0.0,1
V,13880001,13890000,13881207,205,0.0,1
V,13890001,13900000,13898114,185,0.0004,1
V,13900001,13910000,13905481,521,0.0002,1
V,13920001,13930000,13925996,374,0.0014,1
V,13930001,13940000,13932672,207,0.0,1
V,13950001,13960000,13951300,287,0.0,1
V,14010001,14020000,14013531,430,0.0,1
V,14060001,14070000,14062188,162,0.0,1
V,14080001,14090000,14087225,206,0.0004,1
V,14090001,14100000,14094021,360,0.0002,1
V,14160001,14170000,14165154,494,0.001,1
V,14180001,14190000,14186608,513,0.0,1
V,14210001,14220000,14217840,456,0.001,1
V,14240001,14250000,14245223,343,0.0002,1
V,14270001,14280000,14271974,235,0.0,1
V,14280001,14290000,14284279,190,0.0004,1
V,14290001,14300000,14294222,309,0.0,1
V,14300001,14310000,14303173,246,0.0007,1
V,14320001,14330000,14326124,364,0.0023,1
V,14330001,14340000,14334609,182,0.0,1
V,14340001,14350000,14344089,175,0.0,1
V,14350001,14360000,14353213,390,0.0,1
V,14370001,14380000,14375823,191,0.0,1
V,14410001,14420000,14414320,194,0.0004,1
V,14420001,14430000,14421597,235,0.0,1
V,14450001,14460000,14455409,652,0.0007,1
V,14460001,14470000,14464295,161,0.0,1
V,14470001,14480000,14479641,184,0.0017,1
V,14510001,14520000,14513780,184,0.0009,1
V,14520001,14530000,14522662,493,0.001,1
V,14540001,14550000,14544643,518,0.0023,1
V,14550001,14560000,14554512,375,0.0002,1
V,14560001,14570000,14563774,483,0.0027,1
V,14590001,14600000,14596673,204,0.0004,1
V,14640001,14650000,14645143,481,0.0026,1
V,14660001,14670000,14662086,218,0.0007,1
V,14680001,14690000,14685365,441,0.0,1
V,14690001,14700000,14694251,716,0.0002,1
V,14700001,14710000,14703576,212,0.0009,1
V,14710001,14720000,14713437,167,0.0,1
V,14740001,14750000,14744338,344,0.0003,1
V,14780001,14790000,14784119,568,0.0004,1
V,14800001,14810000,14803975,172,0.0,1
V,14810001,14820000,14813157,183,0.0,1
V,14840001,14850000,14844020,794,0.001,1
V,14920001,14930000,14924004,343,0.0005,1
V,14950001,14960000,14953577,328,0.001,1
V,14980001,14990000,14987813,246,0.0003,1
V,14990001,15000000,14991633,401,0.0004,1
V,15000001,15010000,15004886,290,0.0,1
V,15010001,15020000,15015005,297,0.0003,1
V,15020001,15030000,15024311,176,0.001,1
V,15040001,15050000,15044468,452,0.0002,1
V,15050001,15060000,15057868,478,0.0,1
V,15060001,15070000,15066121,357,0.0002,1
V,15080001,15090000,15083404,677,0.0002,1
V,15100001,15110000,15103899,694,0.0004,1
V,15120001,15130000,15128647,207,0.0012,1
V,15130001,15140000,15136237,389,0.0,1
V,15140001,15150000,15145840,396,0.0013,1
V,15180001,15190000,15187208,525,0.0018,1
V,15230001,15240000,15233676,302,0.0008,1
V,15250001,15260000,15255685,168,0.0006,1
V,15260001,15270000,15264264,276,0.0034,1
V,15270001,15280000,15271977,201,0.0,1
V,15280001,15290000,15287372,395,0.01,1
V,15290001,15300000,15291946,186,0.0023,1
V,15300001,15310000,15305645,240,0.0233,1
V,15350001,15360000,15354469,252,0.0093,1
V,15360001,15370000,15368005,271,0.0029,1
V,15390001,15400000,15398953,274,0.0023,1
V,15400001,15410000,15404108,689,0.0013,1
V,15410001,15420000,15415095,345,0.0034,1
V,15470001,15480000,15475166,353,0.0011,1
V,15490001,15500000,15496087,323,0.0044,1
V,15500001,15510000,15507600,303,0.0,1
V,15510001,15520000,15516194,308,0.0,1
V,15530001,15540000,15532247,182,0.0,1
V,15560001,15570000,15568769,366,0.0028,1
V,15570001,15580000,15574818,331,0.0012,1
V,15600001,15610000,15604149,289,0.0028,1
V,15610001,15620000,15613186,223,0.0018,1
V,15690001,15700000,15696837,166,0.0062,1
V,15710001,15720000,15714194,218,0.0018,1
V,15720001,15730000,15727286,188,0.0066,1
V,15760001,15770000,15764376,257,0.0022,1
V,15790001,15800000,15795034,218,0.0024,1
V,15810001,15820000,15815299,322,0.0021,1
V,15820001,15830000,15821707,283,0.0033,1
V,15860001,15870000,15868581,218,0.0004,1
V,15870001,15880000,15873633,349,0.0007,1
V,15880001,15890000,15885739,323,0.0023,1
V,15890001,15900000,15896462,285,0.0047,1
V,15920001,15930000,15924677,314,0.0208,1
V,15950001,15960000,15955860,303,0.0084,1
V,15960001,15970000,15968782,173,0.0079,1
V,15970001,15980000,15973999,161,0.0066,1
V,15980001,15990000,15984585,256,0.0109,1
V,15990001,16000000,15994075,312,0.009,1
V,16010001,16020000,16016639,197,0.0038,1
V,16020001,16030000,16023831,173,0.0016,1
V,16030001,16040000,16034750,283,0.0105,1
V,16040001,16050000,16048762,165,0.0006,1
V,16070001,16080000,16073109,336,0.005,1
V,16100001,16110000,16104976,256,0.0,1
V,16110001,16120000,16115934,457,0.0027,1
V,16130001,16140000,16136143,166,0.011,1
V,16180001,16190000,16185303,325,0.0159,1
V,16190001,16200000,16192862,578,0.0133,1
V,16230001,16240000,16232216,170,0.028,1
V,16250001,16260000,16255373,342,0.0022,1
V,16270001,16280000,16273963,258,0.0064,1
V,16280001,16290000,16283952,267,0.0032,1
V,16300001,16310000,16305897,308,0.0057,1
V,16330001,16340000,16337513,190,0.0,1
V,16340001,16350000,16343848,272,0.0035,1
V,16370001,16380000,16372083,234,0.0017,1
V,16390001,16400000,16397234,213,0.0008,1
V,16400001,16410000,16405536,420,0.0065,1
V,16410001,16420000,16413989,186,0.0052,1
V,16420001,16430000,16426144,445,0.001,1
V,16500001,16510000,16504088,243,0.0018,1
V,16530001,16540000,16535172,292,0.0014,1
V,16550001,16560000,16556154,291,0.0015,1
V,16560001,16570000,16565090,163,0.0,1
V,16600001,16610000,16602732,219,0.0198,1
V,16620001,16630000,16626009,184,0.0049,1
V,16630001,16640000,16638736,200,0.0047,1
V,16670001,16680000,16678923,164,0.0015,1
V,16680001,16690000,16688315,172,0.0,1
V,16700001,16710000,16704437,201,0.0023,1
V,16720001,16730000,16726344,250,0.0028,1
V,16730001,16740000,16735645,328,0.0106,1
V,16740001,16750000,16744292,612,0.0028,1
V,16760001,16770000,16765271,226,0.0,1
V,16780001,16790000,16786710,202,0.0,1
V,16790001,16800000,16794211,577,0.0001,1
V,16830001,16840000,16839126,164,0.0188,1
V,16840001,16850000,16847457,194,0.024,1
V,16870001,16880000,16873590,400,0.0018,1
V,16980001,16990000,16986836,203,0.0118,1
V,17020001,17030000,17023497,327,0.0068,1
V,17060001,17070000,17062843,404,0.0174,1
V,17070001,17080000,17078761,210,0.0095,1
V,17080001,17090000,17086962,197,0.0161,1
V,17160001,17170000,17164279,195,0.0005,1
V,17170001,17180000,17175850,365,0.0107,1
V,17490001,17500000,17492331,162,0.0466,1
V,17500001,17510000,17508462,372,0.0106,1
V,17520001,17530000,17524954,741,0.0077,1
V,17530001,17540000,17537613,243,0.018,1
V,17550001,17560000,17553449,386,0.0113,1
V,17570001,17580000,17571045,305,0.0009,1
V,17610001,17620000,17612316,219,0.0072,1
V,17620001,17630000,17623931,204,0.0054,1
V,17650001,17660000,17654502,235,0.0089,1
V,17660001,17670000,17664214,271,0.0019,1
V,17670001,17680000,17673936,527,0.0084,1
V,17680001,17690000,17683025,199,0.0005,1
V,17690001,17700000,17694593,178,0.0045,1
V,17720001,17730000,17728449,207,0.0004,1
V,17730001,17740000,17734842,219,0.0004,1
V,17740001,17750000,17747821,187,0.0,1
V,17770001,17780000,17778263,206,0.0058,1
V,17940001,17950000,17945175,175,0.0039,1
V,18010001,18020000,18012796,259,0.0044,1
V,18110001,18120000,18112762,177,0.0,1
V,18120001,18130000,18125525,366,0.0038,1
V,18140001,18150000,18144130,161,0.0026,1
V,18150001,18160000,18159493,169,0.0049,1
V,18180001,18190000,18183489,197,0.0034,1
V,18190001,18200000,18193006,263,0.0092,1
V,18260001,18270000,18264414,384,0.0029,1
V,18380001,18390000,18387878,187,0.0014,1
V,18430001,18440000,18437537,222,0.0049,1
V,18440001,18450000,18444030,296,0.002,1
V,18470001,18480000,18474669,273,0.007,1
V,18520001,18530000,18525381,347,0.0,1
V,18600001,18610000,18608357,173,0.0,1
V,18610001,18620000,18618191,257,0.0,1
V,18640001,18650000,18642622,210,0.0011,1
V,18680001,18690000,18687268,255,0.0029,1
V,18740001,18750000,18747599,270,0.0106,1
V,18920001,18930000,18925355,424,0.0,1
V,18940001,18950000,18943754,345,0.0042,1
V,18960001,18970000,18964148,259,0.0,1
V,18980001,18990000,18986511,293,0.0018,1
V,19010001,19020000,19016951,191,0.005,1
V,19030001,19040000,19034989,200,0.0046,1
V,19040001,19050000,19042248,239,0.0,1
V,19220001,19230000,19221652,194,0.0027,1
V,19280001,19290000,19286996,281,0.0065,1
V,19300001,19310000,19301836,390,0.031,1
V,19340001,19350000,19345457,276,0.0104,1
V,19510001,19520000,19513059,363,0.0058,1
V,19630001,19640000,19636072,228,0.0018,1
V,19670001,19680000,19676892,213,0.0008,1
V,19680001,19690000,19686368,275,0.0,1
V,19770001,19780000,19778108,212,0.0037,1
V,19820001,19830000,19824116,351,0.0,1
V,19880001,19890000,19886783,180,0.0,1
V,19900001,19910000,19901130,166,0.0017,1
V,19950001,19960000,19955960,428,0.0008,1
V,19990001,20000000,19994739,348,0.0063,1
V,20190001,20200000,20194219,493,0.0066,1
V,20200001,20210000,20204553,391,0.0291,1
V,20300001,20310000,20308056,275,0.0025,1
V,20310001,20320000,20315573,388,0.0123,1
V,20390001,20400000,20392496,237,0.0013,1
V,20480001,20490000,20481054,229,0.0,1
V,20520001,20530000,20523947,160,0.0015,1
V,20600001,20610000,20601660,228,0.0048,1
V,20610001,20620000,20612306,322,0.01,1
V,20620001,20630000,20625137,211,0.0083,1
V,20630001,20640000,20636751,365,0.0022,1
V,20650001,20660000,20658354,165,0.0,1
V,20660001,20670000,20663301,432,0.0014,1
V,20710001,20720000,20715306,213,0.0,1
V,20730001,20740000,20735131,351,0.0002,1
V,20760001,20770000,20767275,274,0.0,1
V,20800001,20810000,20801338,349,0.0006,1
V,20810001,20820000,20817334,241,0.001,1
V,20830001,20840000,20833163,202,0.0008,1
V,20840001,20850000,20845814,676,0.0001,1
V,20850001,20860000,20854773,246,0.0003,1
V,20860001,20870000,20864030,460,0.0,1
V,20890001,20900000,20896246,437,0.0,1
V,20910001,20920000,20913300,195,0.0,1
X,170001,180000,178528,236,0.0008,1
X,210001,220000,213951,190,0.0014,1
X,330001,340000,334902,202,0.0,1
X,380001,390000,386884,239,0.0006,1
X,400001,410000,403821,201,0.0004,1
X,410001,420000,413503,360,0.0,1
X,420001,430000,425522,224,0.0004,1
X,450001,460000,455244,170,0.0,1
X,460001,470000,465819,198,0.0,1
X,480001,490000,483378,167,0.0,1
X,560001,570000,565260,354,0.0,1
X,590001,600000,594995,265,0.0,1
X,640001,650000,644314,440,0.0002,1
X,700001,710000,706430,187,0.0,1
X,750001,760000,756553,281,0.0,1
X,770001,780000,773926,231,0.0019,1
X,790001,800000,793741,406,0.0002,1
X,810001,820000,815937,301,0.0,1
X,870001,880000,876056,229,0.0,1
X,880001,890000,884452,364,0.0005,1
X,910001,920000,918747,230,0.0004,1
X,920001,930000,923105,298,0.0003,1
X,930001,940000,937879,186,0.0,1
X,950001,960000,955735,294,0.0,1
X,980001,990000,985968,341,0.0,1
X,1010001,1020000,1016899,197,0.0004,1
X,1020001,1030000,1028690,242,0.0,1
X,1070001,1080000,1078560,160,0.0,1
X,1080001,1090000,1085618,197,0.0,1
X,1100001,1110000,1102362,271,0.0003,1
X,1140001,1150000,1145271,266,0.0,1
X,1170001,1180000,1173556,262,0.0003,1
X,1370001,1380000,1374077,256,0.0,1
X,1390001,1400000,1397743,166,0.005,1
X,1650001,1660000,1654363,443,0.0019,1
X,1670001,1680000,1673112,215,0.0021,1
X,1840001,1850000,1845313,160,0.0,1
X,1850001,1860000,1853895,186,0.0,1
X,1970001,1980000,1978811,181,0.0014,1
X,1980001,1990000,1983605,207,0.0004,1
X,2010001,2020000,2016965,220,0.0022,1
X,2020001,2030000,2025594,325,0.0006,1
X,2120001,2130000,2123460,317,0.0,1
X,2170001,2180000,2173935,222,0.0004,1
X,2180001,2190000,2182113,261,0.0003,1
X,2190001,2200000,2195057,187,0.0,1
X,2220001,2230000,2225466,193,0.0,1
X,2230001,2240000,2236906,302,0.0003,1
X,2300001,2310000,2308186,389,0.0,1
X,2310001,2320000,2313991,233,0.0,1
X,2420001,2430000,2423137,253,0.0,1
X,2470001,2480000,2474292,393,0.0002,1
X,2480001,2490000,2489168,182,0.0,1
X,2560001,2570000,2568382,202,0.0,1
X,2570001,2580000,2575031,409,0.0013,1
X,2710001,2720000,2716226,359,0.0,1
X,2720001,2730000,2723361,376,0.0002,1
X,2790001,2800000,2796171,180,0.0,1
X,2800001,2810000,2806324,214,0.0018,1
X,2830001,2840000,2836441,277,0.0,1
X,2840001,2850000,2847656,326,0.0,1
X,2850001,2860000,2859253,208,0.0,1
X,2860001,2870000,2867920,169,0.0,1
X,2910001,2920000,2914528,420,0.0,1
X,2940001,2950000,2945260,334,0.0,1
X,2950001,2960000,2959231,186,0.0,1
X,2980001,2990000,2983125,183,0.0,1
X,3050001,3060000,3051983,181,0.0,1
X,3090001,3100000,3097919,466,0.0,1
X,3100001,3110000,3105106,467,0.0,1
X,3110001,3120000,3115864,533,0.0,1
X,3120001,3130000,3124632,399,0.0,1
X,3160001,3170000,3166226,391,0.001,1
X,3170001,3180000,3177029,321,0.0,1
X,3220001,3230000,3229509,189,0.0,1
X,3230001,3240000,3231683,471,0.0002,1
X,3240001,3250000,3241982,389,0.0,1
X,3250001,3260000,3255692,301,0.0003,1
X,3260001,3270000,3263698,243,0.0,1
X,3270001,3280000,3277015,239,0.0003,1
X,3280001,3290000,3287910,207,0.0,1
X,3300001,3310000,3304608,187,0.0,1
X,3400001,3410000,3406992,533,0.0005,1
X,3480001,3490000,3482073,297,0.0,1
X,3500001,3510000,3504484,274,0.0,1
X,3560001,3570000,3564544,274,0.0,1
