chr,start,end,mid,sites,pi_all,fold_degeneracy
IV,4320001,4330000,4324025,200,0.0,0
IV,4330001,4340000,4336362,577,0.0002,0
IV,4340001,4350000,4344265,498,0.0,0
IV,4360001,4370000,4365486,893,0.0018,0
IV,4370001,4380000,4374689,628,0.0001,0
IV,4380001,4390000,4384847,346,0.0003,0
IV,4390001,4400000,4392991,380,0.001,0
IV,4420001,4430000,4425931,350,0.0,0
IV,4430001,4440000,4435423,407,0.0009,0
IV,4440001,4450000,4442943,571,0.0002,0
IV,4450001,4460000,4457258,282,0.0,0
IV,4490001,4500000,4496005,278,0.0016,0
IV,4500001,4510000,4508256,466,0.0,0
IV,4520001,4530000,4529460,232,0.0004,0
IV,4560001,4570000,4565404,194,0.0004,0
IV,4600001,4610000,4604307,396,0.0,0
IV,4610001,4620000,4612228,217,0.0,0
IV,4650001,4660000,4654015,1104,0.0,0
IV,4660001,4670000,4662352,495,0.0008,0
IV,4680001,4690000,4683254,207,0.0,0
IV,4690001,4700000,4694038,396,0.0,0
IV,4700001,4710000,4701949,252,0.0,0
IV,4710001,4720000,4713146,806,0.0002,0
IV,4740001,4750000,4744868,565,0.0,0
IV,4750001,4760000,4756708,450,0.0004,0
IV,4760001,4770000,4764505,558,0.0004,0
IV,4770001,4780000,4777493,233,0.0,0
IV,4800001,4810000,4805850,1321,0.0,0
IV,4810001,4820000,4816167,170,0.003,0
IV,4820001,4830000,4829388,177,0.0,0
IV,4830001,4840000,4834794,262,0.0,0
IV,4850001,4860000,4855386,311,0.0003,0
IV,4860001,4870000,4867198,735,0.0005,0
IV,4870001,4880000,4872345,351,0.0002,0
IV,4890001,4900000,4891918,316,0.0,0
IV,4900001,4910000,4906940,219,0.0,0
IV,4910001,4920000,4914869,644,0.0014,0
IV,4930001,4940000,4933704,1104,0.0007,0
IV,4960001,4970000,4965164,660,0.0002,0
IV,4970001,4980000,4974709,322,0.0,0
IV,4980001,4990000,4984282,547,0.0013,0
IV,5000001,5010000,5009768,173,0.0,0
IV,5070001,5080000,5071408,247,0.0,0
IV,5080001,5090000,5084915,358,0.0004,0
IV,5110001,5120000,5113590,409,0.0,0
IV,5130001,5140000,5132039,226,0.0,0
IV,5150001,5160000,5158507,194,0.0,0
IV,5160001,5170000,5162247,453,0.0007,0
IV,5170001,5180000,5176608,688,0.0006,0
IV,5180001,5190000,5184085,262,0.0,0
IV,5190001,5200000,5194813,161,0.0,0
IV,5200001,5210000,5208456,374,0.0,0
IV,5210001,5220000,5211986,463,0.0002,0
IV,5220001,5230000,5225170,701,0.0004,0
IV,5260001,5270000,5267436,232,0.0,0
IV,5270001,5280000,5276006,471,0.0,0
IV,5300001,5310000,5307065,218,0.0004,0
IV,5310001,5320000,5312909,496,0.0006,0
IV,5320001,5330000,5323965,433,0.0,0
IV,5340001,5350000,5343795,481,0.0002,0
IV,5350001,5360000,5354898,278,0.0003,0
IV,5360001,5370000,5365677,976,0.0001,0
IV,5380001,5390000,5384629,550,0.0006,0
IV,5390001,5400000,5394071,744,0.0001,0
IV,5400001,5410000,5407907,537,0.0003,0
IV,5410001,5420000,5415026,176,0.0,0
IV,5440001,5450000,5444429,200,0.0,0
IV,5450001,5460000,5451803,415,0.0014,0
IV,5460001,5470000,5463859,339,0.0,0
IV,5470001,5480000,5472869,220,0.0,0
IV,5490001,5500000,5498777,459,0.0004,0
IV,5530001,5540000,5537626,334,0.0,0
IV,5540001,5550000,5543730,676,0.0,0
IV,5550001,5560000,5552792,203,0.0,0
IV,5570001,5580000,5572904,258,0.0,0
IV,5580001,5590000,5584958,263,0.0,0
IV,5610001,5620000,5614774,255,0.0,0
IV,5620001,5630000,5626696,175,0.0,0
IV,5650001,5660000,5650734,184,0.0,0
IV,5660001,5670000,5662233,226,0.0,0
IV,5670001,5680000,5676860,288,0.0013,0
IV,5680001,5690000,5684697,658,0.0011,0
IV,5730001,5740000,5731147,247,0.0,0
IV,5740001,5750000,5748855,252,0.0,0
IV,5790001,5800000,5795711,440,0.0,0
IV,5810001,5820000,5813604,374,0.0002,0
IV,5820001,5830000,5827364,315,0.0,0
IV,5840001,5850000,5843775,167,0.0,0
IV,5850001,5860000,5853204,762,0.0,0
IV,5870001,5880000,5876438,174,0.0021,0
IV,5880001,5890000,5888393,340,0.0,0
IV,5920001,5930000,5921082,210,0.0007,0
IV,5930001,5940000,5934330,250,0.0,0
IV,5940001,5950000,5944978,332,0.0,0
IV,5980001,5990000,5983855,299,0.0,0
IV,5990001,6000000,5993541,1667,0.0004,0
IV,6000001,6010000,6001900,287,0.0003,0
IV,6010001,6020000,6016996,320,0.0,0
IV,6020001,6030000,6022720,282,0.0003,0
IV,6070001,6080000,6075763,835,0.0001,0
IV,6080001,6090000,6082582,234,0.0007,0
IV,6100001,6110000,6107355,365,0.0,0
IV,6110001,6120000,6118238,654,0.0001,0
IV,6120001,6130000,6124814,195,0.0,0
IV,6150001,6160000,6155870,960,0.0,0
IV,6160001,6170000,6166216,440,0.0,0
IV,6200001,6210000,6207433,262,0.0026,0
IV,6210001,6220000,6211983,360,0.0032,0
IV,6220001,6230000,6225052,305,0.0136,0
IV,6240001,6250000,6245231,636,0.0026,0
IV,6250001,6260000,6254966,291,0.0018,0
IV,6260001,6270000,6264284,319,0.0041,0
IV,6270001,6280000,6273904,371,0.0023,0
IV,6320001,6330000,6323967,163,0.0,0
IV,6330001,6340000,6334562,804,0.0001,0
IV,6360001,6370000,6367195,207,0.0,0
IV,6370001,6380000,6373271,523,0.0,0
IV,6380001,6390000,6380688,289,0.0,0
IV,6410001,6420000,6417893,509,0.0002,0
IV,6420001,6430000,6424454,651,0.0001,0
IV,6440001,6450000,6446864,309,0.0,0
IV,6450001,6460000,6450668,200,0.0,0
IV,6470001,6480000,6471329,352,0.001,0
IV,6480001,6490000,6486591,273,0.0,0
IV,6520001,6530000,6523165,369,0.0,0
IV,6530001,6540000,6533783,565,0.0009,0
IV,6550001,6560000,6553685,339,0.0,0
IV,6560001,6570000,6565980,394,0.0006,0
IV,6580001,6590000,6584117,662,0.0,0
IV,6590001,6600000,6594669,370,0.0002,0
IV,6600001,6610000,6606366,672,0.0003,0
IV,6610001,6620000,6612094,519,0.0012,0
IV,6620001,6630000,6624801,722,0.0001,0
IV,6630001,6640000,6635183,855,0.0005,0
IV,6740001,6750000,6743078,1232,0.0001,0
IV,6750001,6760000,6757828,376,0.0005,0
IV,6760001,6770000,6764090,193,0.0,0
IV,6770001,6780000,6778598,260,0.0,0
IV,6780001,6790000,6785639,792,0.0001,0
IV,6790001,6800000,6794927,313,0.0,0
IV,6810001,6820000,6815601,368,0.0,0
IV,6840001,6850000,6846687,560,0.0,0
IV,6870001,6880000,6877245,653,0.0004,0
IV,6890001,6900000,6892995,836,0.0004,0
IV,6900001,6910000,6907555,572,0.0,0
IV,6910001,6920000,6916020,804,0.0,0
IV,6920001,6930000,6925622,470,0.0002,0
IV,6960001,6970000,6965359,1214,0.0004,0
IV,7000001,7010000,7005712,406,0.0,0
IV,7010001,7020000,7015530,1094,0.0002,0
IV,7020001,7030000,7027187,402,0.0,0
IV,7030001,7040000,7035161,619,0.0,0
IV,7040001,7050000,7041725,410,0.0,0
IV,7050001,7060000,7052595,298,0.0,0
IV,7060001,7070000,7067348,417,0.0,0
IV,7080001,7090000,7084904,289,0.0,0
IV,7100001,7110000,7106321,399,0.0,0
IV,7110001,7120000,7119187,223,0.0,0
IV,7120001,7130000,7122832,256,0.0,0
IV,7130001,7140000,7135623,904,0.0,0
IV,7140001,7150000,7142312,211,0.0,0
IV,7150001,7160000,7152126,339,0.0,0
IV,7160001,7170000,7162264,1004,0.0,0
IV,7170001,7180000,7178579,307,0.0003,0
IV,7180001,7190000,7182749,853,0.0001,0
IV,7190001,7200000,7194824,290,0.0,0
IV,7200001,7210000,7204690,209,0.0004,0
IV,7210001,7220000,7214891,455,0.0003,0
IV,7220001,7230000,7226644,353,0.0005,0
IV,7230001,7240000,7236182,308,0.0,0
IV,7240001,7250000,7244121,593,0.0001,0
IV,7250001,7260000,7256479,407,0.0002,0
IV,7260001,7270000,7261650,272,0.0003,0
IV,7280001,7290000,7288588,296,0.0,0
IV,7290001,7300000,7291954,386,0.0,0
IV,7320001,7330000,7325347,437,0.0016,0
IV,7330001,7340000,7335824,712,0.0005,0
IV,7340001,7350000,7342065,392,0.0002,0
IV,7370001,7380000,7378444,207,0.0,0
IV,7390001,7400000,7395157,183,0.0,0
IV,7400001,7410000,7409621,269,0.0,0
IV,7410001,7420000,7412547,235,0.0,0
IV,7420001,7430000,7421965,202,0.0,0
IV,7430001,7440000,7432886,582,0.0004,0
IV,7440001,7450000,7445351,908,0.0009,0
IV,7460001,7470000,7464315,341,0.0063,0
IV,7470001,7480000,7474050,667,0.001,0
IV,7480001,7490000,7482774,800,0.0001,0
IV,7490001,7500000,7496917,587,0.0008,0
IV,7500001,7510000,7504548,777,0.0,0
IV,7510001,7520000,7512968,753,0.0,0
IV,7540001,7550000,7546733,817,0.0001,0
IV,7550001,7560000,7555202,455,0.0003,0
IV,7560001,7570000,7561335,345,0.0,0
IV,7600001,7610000,7608136,212,0.0011,0
IV,7610001,7620000,7616024,792,0.0002,0
IV,7620001,7630000,7623250,727,0.0,0
IV,7630001,7640000,7635092,829,0.0001,0
IV,7640001,7650000,7642817,177,0.0005,0
IV,7650001,7660000,7653349,213,0.0,0
IV,7680001,7690000,7686727,365,0.0,0
IV,7690001,7700000,7694064,716,0.0,0
IV,7700001,7710000,7707885,679,0.0,0
IV,7710001,7720000,7713645,706,0.0002,0
IV,7720001,7730000,7721982,306,0.0,0
IV,7730001,7740000,7733097,671,0.0001,0
IV,7740001,7750000,7746777,357,0.0002,0
IV,7750001,7760000,7754154,451,0.0,0
IV,7760001,7770000,7763968,560,0.0005,0
IV,7770001,7780000,7776351,603,0.0,0
IV,7780001,7790000,7783342,693,0.0001,0
IV,7800001,7810000,7804200,456,0.0,0
IV,7810001,7820000,7812917,608,0.0004,0
IV,7820001,7830000,7826855,569,0.0006,0
IV,7830001,7840000,7832356,512,0.0,0
IV,7840001,7850000,7846999,207,0.0004,0
IV,7850001,7860000,7853138,193,0.0,0
IV,7870001,7880000,7872965,260,0.0006,0
IV,7880001,7890000,7880848,160,0.0005,0
IV,7900001,7910000,7908224,254,0.0,0
IV,7910001,7920000,7915592,644,0.0,0
IV,7920001,7930000,7928060,587,0.0,0
IV,7930001,7940000,7936641,758,0.0002,0
IV,7940001,7950000,7945244,300,0.0,0
IV,7950001,7960000,7955836,598,0.0,0
IV,7970001,7980000,7976739,492,0.0002,0
IV,7990001,8000000,7996392,1214,0.0003,0
IV,8000001,8010000,8003789,189,0.0008,0
IV,8010001,8020000,8014820,180,0.0,0
IV,8070001,8080000,8077366,589,0.0001,0
IV,8080001,8090000,8085268,302,0.0,0
IV,8100001,8110000,8105590,717,0.0,0
IV,8110001,8120000,8114166,373,0.0002,0
IV,8120001,8130000,8125428,497,0.0003,0
IV,8130001,8140000,8138532,246,0.0006,0
IV,8140001,8150000,8145662,398,0.0,0
IV,8150001,8160000,8152401,414,0.0,0
IV,8160001,8170000,8162822,468,0.0,0
IV,8200001,8210000,8203978,673,0.0001,0
IV,8210001,8220000,8214199,455,0.0002,0
IV,8220001,8230000,8227353,671,0.0002,0
IV,8230001,8240000,8235419,208,0.0,0
IV,8260001,8270000,8265531,786,0.0001,0
IV,8270001,8280000,8275720,218,0.0007,0
IV,8280001,8290000,8286473,494,0.0005,0
IV,8290001,8300000,8295912,723,0.0005,0
IV,8300001,8310000,8306498,976,0.0,0
IV,8330001,8340000,8333272,431,0.0,0
IV,8340001,8350000,8344218,207,0.0011,0
IV,8360001,8370000,8365529,578,0.0003,0
IV,8370001,8380000,8372654,651,0.0,0
IV,8380001,8390000,8386616,333,0.002,0
IV,8410001,8420000,8417444,243,0.0003,0
IV,8420001,8430000,8428325,459,0.0,0
IV,8430001,8440000,8430434,426,0.0004,0
IV,8440001,8450000,8448965,477,0.0008,0
IV,8450001,8460000,8457916,317,0.0,0
IV,8460001,8470000,8463079,353,0.0,0
IV,8480001,8490000,8482588,211,0.0,0
IV,8490001,8500000,8496813,811,0.0002,0
IV,8510001,8520000,8514132,162,0.0,0
IV,8530001,8540000,8537691,175,0.0,0
IV,8540001,8550000,8542614,182,0.0,0
IV,8590001,8600000,8599205,267,0.0003,0
IV,8610001,8620000,8616024,866,0.0003,0
IV,8620001,8630000,8623524,890,0.0003,0
IV,8630001,8640000,8635080,353,0.0,0
IV,8640001,8650000,8645591,574,0.0012,0
IV,8650001,8660000,8654186,370,0.0002,0
IV,8670001,8680000,8673039,690,0.0,0
IV,8680001,8690000,8685518,400,0.0,0
IV,8690001,8700000,8693549,758,0.0005,0
IV,8700001,8710000,8704831,282,0.0,0
IV,8710001,8720000,8715677,1050,0.0,0
IV,8720001,8730000,8726641,326,0.0003,0
IV,8730001,8740000,8736798,354,0.0002,0
IV,8740001,8750000,8741879,612,0.0,0
IV,8750001,8760000,8755185,697,0.0,0
IV,8760001,8770000,8767158,935,0.0012,0
IV,8780001,8790000,8789196,195,0.0,0
IV,8800001,8810000,8800789,207,0.0,0
IV,8810001,8820000,8817302,248,0.0,0
IV,8830001,8840000,8833544,695,0.0002,0
IV,8840001,8850000,8845105,494,0.0006,0
IV,8850001,8860000,8857608,763,0.0009,0
IV,8860001,8870000,8866638,604,0.0004,0
IV,8870001,8880000,8874843,223,0.0,0
IV,8900001,8910000,8905721,447,0.0004,0
IV,8910001,8920000,8912886,347,0.0002,0
IV,8920001,8930000,8925333,768,0.0,0
IV,8930001,8940000,8936815,291,0.0,0
IV,8960001,8970000,8969434,374,0.0002,0
IV,8970001,8980000,8976009,574,0.0004,0
IV,8980001,8990000,8986646,394,0.0,0
IV,8990001,9000000,8994533,268,0.0018,0
IV,9010001,9020000,9019006,416,0.0,0
IV,9020001,9030000,9024570,395,0.0,0
IV,9030001,9040000,9032096,661,0.0001,0
IV,9070001,9080000,9076807,885,0.0005,0
IV,9080001,9090000,9085281,388,0.0004,0
IV,9090001,9100000,9095779,467,0.0,0
IV,9100001,9110000,9105089,744,0.0001,0
IV,9130001,9140000,9136105,880,0.0001,0
IV,9150001,9160000,9156209,1125,0.0008,0
IV,9160001,9170000,9162673,387,0.0002,0
IV,9200001,9210000,9206626,638,0.0,0
IV,9210001,9220000,9215736,453,0.0004,0
IV,9260001,9270000,9263683,610,0.0001,0
IV,9270001,9280000,9275052,460,0.0014,0
IV,9280001,9290000,9282841,563,0.0007,0
IV,9290001,9300000,9296529,283,0.0,0
IV,9300001,9310000,9305106,342,0.0,0
IV,9310001,9320000,9316199,435,0.0006,0
IV,9320001,9330000,9326318,710,0.0,0
IV,9330001,9340000,9335500,414,0.0,0
IV,9340001,9350000,9343105,760,0.0002,0
IV,9380001,9390000,9386032,425,0.0,0
IV,9390001,9400000,9394726,1103,0.0,0
IV,9420001,9430000,9422506,659,0.0005,0
IV,9430001,9440000,9439013,418,0.0,0
IV,9440001,9450000,9444475,521,0.0,0
IV,9450001,9460000,9453679,465,0.0002,0
IV,9460001,9470000,9462874,253,0.0,0
IV,9470001,9480000,9479662,218,0.0,0
IV,9480001,9490000,9482973,346,0.0005,0
IV,9500001,9510000,9502795,611,0.0,0
IV,9510001,9520000,9513417,267,0.0,0
IV,9520001,9530000,9525161,364,0.0,0
IV,9540001,9550000,9544690,531,0.0,0
IV,9550001,9560000,9559269,161,0.0,0
IV,9560001,9570000,9565367,421,0.0,0
IV,9580001,9590000,9588109,296,0.0003,0
IV,9590001,9600000,9599677,193,0.0004,0
IV,9610001,9620000,9619460,163,0.0,0
IV,9620001,9630000,9626658,407,0.0008,0
IV,9640001,9650000,9646234,443,0.0,0
IV,9660001,9670000,9665860,611,0.0006,0
IV,9680001,9690000,9683107,611,0.0001,0
IV,9690001,9700000,9695727,200,0.0,0
IV,9700001,9710000,9704155,895,0.0001,0
IV,9710001,9720000,9712401,258,0.0003,0
IV,9730001,9740000,9731941,442,0.0,0
IV,9740001,9750000,9742573,250,0.0013,0
IV,9760001,9770000,9764384,215,0.0029,0
IV,9770001,9780000,9778828,385,0.0002,0
IV,9780001,9790000,9780774,214,0.0,0
IV,9790001,9800000,9792162,443,0.0,0
IV,9800001,9810000,9802238,494,0.0009,0
IV,9810001,9820000,9815227,264,0.0006,0
IV,9820001,9830000,9825841,889,0.0,0
IV,9830001,9840000,9837698,361,0.0005,0
IV,9840001,9850000,9843727,584,0.0,0
IV,9850001,9860000,9855294,301,0.0,0
IV,9860001,9870000,9864385,193,0.0,0
IV,9880001,9890000,9884115,985,0.0001,0
IV,9890001,9900000,9895490,388,0.0008,0
IV,9900001,9910000,9900995,452,0.0,0
IV,9930001,9940000,9936293,1102,0.0001,0
IV,9940001,9950000,9942058,884,0.0,0
IV,9970001,9980000,9974921,926,0.0004,0
IV,9980001,9990000,9984064,1113,0.0007,0
IV,9990001,10000000,9993438,990,0.0002,0
IV,10000001,10010000,10003232,377,0.0,0
IV,10010001,10020000,10012374,292,0.0,0
IV,10020001,10030000,10023226,279,0.0,0
IV,10050001,10060000,10056095,627,0.0,0
IV,10070001,10080000,10075617,906,0.0009,0
IV,10080001,10090000,10086857,617,0.0,0
IV,10090001,10100000,10095541,986,0.0001,0
IV,10100001,10110000,10104926,396,0.0,0
IV,10110001,10120000,10118574,399,0.0004,0
IV,10120001,10130000,10125118,699,0.0003,0
IV,10130001,10140000,10132817,762,0.0003,0
IV,10140001,10150000,10146888,1407,0.0001,0
IV,10150001,10160000,10154557,1112,0.0,0
IV,10160001,10170000,10166614,1891,0.0001,0
IV,10170001,10180000,10176909,371,0.0,0
IV,10180001,10190000,10184799,678,0.0006,0
IV,10190001,10200000,10198500,466,0.0,0
IV,10200001,10210000,10203847,592,0.0006,0
IV,10210001,10220000,10215269,831,0.0002,0
IV,10220001,10230000,10229272,333,0.0,0
IV,10230001,10240000,10235223,1131,0.0004,0
IV,10240001,10250000,10247072,482,0.0002,0
IV,10250001,10260000,10256821,698,0.0002,0
IV,10290001,10300000,10295689,709,0.0,0
IV,10310001,10320000,10315552,364,0.0,0
IV,10330001,10340000,10338149,226,0.0,0
IV,10350001,10360000,10356646,653,0.0004,0
IV,10360001,10370000,10364585,719,0.0003,0
IV,10370001,10380000,10376993,246,0.0,0
IV,10380001,10390000,10384843,654,0.0001,0
IV,10390001,10400000,10391750,667,0.0008,0
IV,10410001,10420000,10414149,958,0.0,0
IV,10420001,10430000,10427149,192,0.0,0
IV,10440001,10450000,10444938,619,0.0,0
IV,10450001,10460000,10451187,257,0.0003,0
IV,10460001,10470000,10467012,220,0.0,0
IV,10470001,10480000,10476976,606,0.0,0
IV,10480001,10490000,10486582,404,0.0,0
IV,10490001,10500000,10493805,662,0.0,0
IV,10530001,10540000,10534692,327,0.0,0
IV,10540001,10550000,10547500,467,0.0009,0
IV,10550001,10560000,10557372,879,0.0012,0
IV,10560001,10570000,10561744,298,0.0012,0
IV,10580001,10590000,10584862,478,0.0,0
IV,10590001,10600000,10594092,269,0.0003,0
IV,10600001,10610000,10608224,453,0.0007,0
IV,10610001,10620000,10618569,482,0.0,0
IV,10620001,10630000,10623323,321,0.0009,0
IV,10650001,10660000,10658499,312,0.0,0
IV,10660001,10670000,10664727,1088,0.0,0
IV,10670001,10680000,10675056,2572,0.0001,0
IV,10680001,10690000,10683864,433,0.0005,0
IV,10690001,10700000,10693478,950,0.0001,0
IV,10710001,10720000,10715940,346,0.0002,0
IV,10730001,10740000,10736331,260,0.0,0
IV,10740001,10750000,10747730,366,0.0,0
IV,10750001,10760000,10753649,419,0.0002,0
IV,10760001,10770000,10765955,611,0.0001,0
IV,10770001,10780000,10772861,304,0.0,0
IV,10790001,10800000,10795333,342,0.0,0
IV,10820001,10830000,10823672,201,0.0,0
IV,10830001,10840000,10835818,825,0.0005,0
IV,10840001,10850000,10840489,478,0.0,0
IV,10850001,10860000,10855676,471,0.0002,0
IV,10860001,10870000,10866606,202,0.0,0
IV,10870001,10880000,10875174,426,0.0,0
IV,10880001,10890000,10883272,959,0.0003,0
IV,10890001,10900000,10896423,269,0.0,0
IV,10900001,10910000,10904524,599,0.0,0
IV,10910001,10920000,10911725,244,0.0004,0
IV,10920001,10930000,10925803,1454,0.0001,0
IV,10930001,10940000,10937264,713,0.0005,0
IV,10950001,10960000,10953019,487,0.0003,0
IV,10960001,10970000,10963054,339,0.0,0
IV,10980001,10990000,10986918,564,0.001,0
IV,11010001,11020000,11017245,840,0.0,0
IV,11020001,11030000,11025784,661,0.0,0
IV,11030001,11040000,11035960,492,0.0,0
IV,11040001,11050000,11043275,600,0.0,0
IV,11050001,11060000,11052261,161,0.0,0
IV,11060001,11070000,11064241,417,0.0,0
IV,11070001,11080000,11078120,176,0.0,0
IV,11080001,11090000,11087822,510,0.0,0
IV,11090001,11100000,11097013,514,0.0,0
IV,11100001,11110000,11103273,634,0.0003,0
IV,11120001,11130000,11124940,1069,0.0,0
IV,11130001,11140000,11137855,294,0.0,0
IV,11140001,11150000,11144050,901,0.0002,0
IV,11150001,11160000,11155544,701,0.0006,0
IV,11160001,11170000,11162834,630,0.0004,0
IV,11180001,11190000,11182083,951,0.0002,0
IV,11200001,11210000,11207549,390,0.0,0
IV,11210001,11220000,11211897,534,0.0,0
IV,11220001,11230000,11222298,223,0.0003,0
IV,11240001,11250000,11247660,207,0.0004,0
IV,11250001,11260000,11253859,657,0.0,0
IV,11260001,11270000,11265107,634,0.0,0
IV,11270001,11280000,11278558,263,0.0006,0
IV,11280001,11290000,11281682,278,0.0,0
IV,11290001,11300000,11294600,835,0.0,0
IV,11300001,11310000,11301363,504,0.0002,0
IV,11310001,11320000,11314289,839,0.0003,0
IV,11320001,11330000,11325426,652,0.0,0
IV,11330001,11340000,11333132,1656,0.0003,0
IV,11340001,11350000,11341844,294,0.0,0
IV,11350001,11360000,11357781,589,0.0,0
IV,11360001,11370000,11366994,658,0.0002,0
IV,11370001,11380000,11373838,895,0.0001,0
IV,11390001,11400000,11396612,607,0.0,0
IV,11400001,11410000,11403516,503,0.0002,0
IV,11410001,11420000,11414054,916,0.0007,0
IV,11430001,11440000,11438250,266,0.0,0
IV,11440001,11450000,11442777,615,0.0,0
IV,11460001,11470000,11463767,724,0.0001,0
IV,11470001,11480000,11474754,822,0.0,0
IV,11500001,11510000,11504988,180,0.0,0
IV,11510001,11520000,11519725,240,0.0,0
IV,11520001,11530000,11520484,206,0.0,0
IV,11530001,11540000,11531301,357,0.0006,0
IV,11550001,11560000,11551153,229,0.0004,0
IV,11560001,11570000,11564582,712,0.0,0
IV,11570001,11580000,11576564,994,0.0004,0
IV,11580001,11590000,11587136,543,0.0003,0
IV,11590001,11600000,11597448,720,0.0003,0
IV,11600001,11610000,11600931,181,0.0,0
IV,11620001,11630000,11624320,490,0.0002,0
IV,11630001,11640000,11636623,926,0.0003,0
IV,11650001,11660000,11658194,533,0.0003,0
IV,11660001,11670000,11667642,704,0.0007,0
IV,11670001,11680000,11674198,326,0.0,0
IV,11680001,11690000,11686299,1014,0.0006,0
IV,11690001,11700000,11695777,196,0.0,0
IV,11700001,11710000,11705800,639,0.0,0
IV,11740001,11750000,11744913,1017,0.0003,0
IV,11750001,11760000,11754072,631,0.0003,0
IV,11840001,11850000,11847139,181,0.0005,0
IV,11850001,11860000,11853018,300,0.0,0
IV,11880001,11890000,11884393,383,0.0006,0
IV,11900001,11910000,11902039,510,0.0003,0
IV,11910001,11920000,11918270,395,0.0012,0
IV,11920001,11930000,11927399,408,0.0,0
IV,11930001,11940000,11933555,175,0.0,0
IV,11940001,11950000,11945191,881,0.0001,0
IV,11950001,11960000,11954726,1362,0.0007,0
IV,11970001,11980000,11977142,1735,0.0002,0
IV,11980001,11990000,11985310,2080,0.0002,0
IV,11990001,12000000,11990547,287,0.0,0
IV,12010001,12020000,12014498,357,0.0,0
IV,12030001,12040000,12031339,180,0.0,0
IV,12040001,12050000,12044043,698,0.0,0
IV,12050001,12060000,12057515,438,0.0014,0
IV,12060001,12070000,12062647,221,0.0,0
IV,12070001,12080000,12077557,752,0.0001,0
IV,12080001,12090000,12084296,525,0.0002,0
IV,12090001,12100000,12095258,1140,0.0002,0
IV,12100001,12110000,12103849,731,0.0,0
IV,12110001,12120000,12116237,465,0.0,0
IV,12120001,12130000,12121872,385,0.0,0
IV,12130001,12140000,12134722,332,0.0,0
IV,12140001,12150000,12144520,1652,0.0006,0
IV,12160001,12170000,12161823,369,0.0004,0
IV,12170001,12180000,12172126,300,0.0015,0
IV,12200001,12210000,12206088,481,0.0,0
IV,12210001,12220000,12211813,188,0.0009,0
IV,12220001,12230000,12220775,233,0.0021,0
IV,12250001,12260000,12254885,404,0.0,0
IV,12260001,12270000,12266560,587,0.0,0
IV,12270001,12280000,12274722,1285,0.0001,0
IV,12280001,12290000,12284294,931,0.0002,0
IV,12300001,12310000,12304504,460,0.0007,0
IV,12330001,12340000,12334343,668,0.0001,0
IV,12340001,12350000,12340212,233,0.001,0
IV,12350001,12360000,12358590,465,0.0,0
IV,12360001,12370000,12369241,322,0.0,0
IV,12380001,12390000,12381943,638,0.0011,0
IV,12390001,12400000,12395030,441,0.0002,0
IV,12400001,12410000,12407391,830,0.0,0
IV,12410001,12420000,12411715,199,0.0012,0
IV,12430001,12440000,12433619,374,0.0018,0
IV,12440001,12450000,12444213,471,0.0017,0
IV,12450001,12460000,12451315,593,0.0,0
IV,12460001,12470000,12460435,184,0.0004,0
IV,12470001,12480000,12471131,251,0.0,0
IV,12480001,12490000,12487433,171,0.0,0
IV,12490001,12500000,12494346,750,0.0,0
IV,12500001,12510000,12504205,424,0.0005,0
IV,12550001,12560000,12555976,241,0.0,0
IV,12560001,12570000,12565757,610,0.0009,0
IV,12570001,12580000,12575714,339,0.0005,0
IV,12580001,12590000,12587903,437,0.001,0
IV,12590001,12600000,12593350,239,0.0,0
IV,12600001,12610000,12603824,532,0.0,0
IV,12610001,12620000,12611131,481,0.0,0
IV,12620001,12630000,12626153,359,0.0,0
IV,12640001,12650000,12644420,525,0.0,0
IV,12650001,12660000,12654945,743,0.0003,0
IV,12660001,12670000,12665860,595,0.0004,0
IV,12670001,12680000,12676745,314,0.0,0
IV,12680001,12690000,12681653,337,0.0,0
IV,12700001,12710000,12707509,837,0.0,0
IV,12710001,12720000,12710873,261,0.0012,0
IV,12720001,12730000,12726273,513,0.0,0
IV,12740001,12750000,12743908,303,0.0003,0
IV,12770001,12780000,12776520,348,0.0006,0
IV,12780001,12790000,12784252,315,0.0,0
IV,12790001,12800000,12793694,260,0.0,0
IV,12860001,12870000,12865926,707,0.0008,0
IV,12870001,12880000,12871447,328,0.0009,0
IV,12880001,12890000,12883077,353,0.002,0
IV,12890001,12900000,12895913,358,0.0014,0
IV,12900001,12910000,12906191,352,0.0002,0
IV,12910001,12920000,12913458,649,0.0006,0
IV,12920001,12930000,12922897,205,0.0,0
IV,12940001,12950000,12944665,387,0.0014,0
IV,12980001,12990000,12985628,400,0.0,0
IV,12990001,13000000,12991247,580,0.002,0
IV,13010001,13020000,13014940,188,0.0004,0
IV,13030001,13040000,13033250,546,0.0,0
IV,13040001,13050000,13047209,610,0.0005,0
IV,13050001,13060000,13055338,561,0.0,0
IV,13060001,13070000,13064139,585,0.0004,0
IV,13070001,13080000,13072907,164,0.0,0
IV,13080001,13090000,13088717,462,0.0003,0
IV,13090001,13100000,13094763,935,0.0,0
IV,13100001,13110000,13103715,690,0.0001,0
IV,13110001,13120000,13112794,205,0.0,0
IV,13140001,13150000,13141660,216,0.0,0
IV,13150001,13160000,13157048,249,0.0007,0
IV,13170001,13180000,13176440,212,0.0,0
IV,13190001,13200000,13192995,768,0.0003,0
IV,13200001,13210000,13207001,414,0.0012,0
